レースID(新),日付S,曜日,場所,開催,R,レース名,クラス名,芝・ダート,距離,コース区分,コーナー回数,馬場状態(暫定),天候(暫定),フルゲート頭数,発走時刻,性別限定,重量種別,年齢限定
2026071202011001,2026.7.12,日,函館,1函A,1,,未勝利,ダート,1000,,2,重(暫定),曇(暫定),12,09:50,,馬齢,３歳
1,,2,,,,,イキフン,,牡,2,初,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,,3,,,,,タクミオジュウ,,牡,2,初,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,,4,,,,,ウィクフォード,,牡,2,初,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,,5,,,,,ローグアン,,牡,2,初,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,,6,,,,,ワンコール,,牝,2,初,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,,7,,,,,セレスタイト,,牡,2,初,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,,8,,,,,ソラニワラエバ,,牡,2,初,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,,9,,,,,ドーンレーサー,,牡,2,初,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,,10,,,,,クラウントリオンフ,,牡,2,初,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,,11,,,,,シーズアウルフ,,牝,2,初,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,,12,,,,,リサナウト,,牝,2,初,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,,13,,,,,ハクタカ,,牡,2,初,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,,14,,,,,エクスマキナ,,牝,2,初,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,,15,,,,,インザダーク,,牝,2,初,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,,16,,,,,エイシンウルクンデ,,牡,2,初,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
レースID(新),日付S,曜日,場所,開催,R,レース名,クラス名,芝・ダート,距離,コース区分,コーナー回数,馬場状態(暫定),天候(暫定),フルゲート頭数,発走時刻,性別限定,重量種別,年齢限定
2026071203020606,2026.7.12,日,福島,2福6,6,,未勝利,ダート,1150,,2,良(暫定),小雨(暫定),16,13:00,,馬齢,３歳
枠番,B,番,印,M2,M3,M4,馬名S,Ｃ,性別,年齢,間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･1走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･2走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･3走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･4走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･5走前,上り3F,決手,前走間隔
1,B,1,,,,,ピコランド,,牡,3,7,5,24,東京,D,1300,稍,6,2,未勝利,38.4,中団,8,3,29,中京,T,1200,良,9,3,未勝利,34.6,中団,初,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,2,,,,,アドミ,,牝,3,7,5,24,東京,D,1300,稍,14,5,未勝利,40.0,中団,5,4,18,中山,D,1200,良,3,2,未勝利・牝,37.1,差し,2,4,4,中山,D,1200,稍,2,3,未勝利・牝,37.2,差し,10,1,24,中山,D,1200,良,3,2,未勝利・牝,38.1,差し,4,12,27,中山,D,1200,稍,2,2,未勝利・牝*,38.1,先行,12
2,,3,,,,,ジャメビュ,,牝,3,3,6,20,東京,D,1400,不,4,5,未勝利・牝,36.5,追込,3,5,31,東京,D,1400,良,4,7,未勝利,37.4,差し,6,4,18,中山,D,1200,良,7,6,未勝利・牝,37.1,中団,6,3,7,中山,D,1200,重,6,4,未勝利・牝,37.3,中団,連,2,28,中山,D,1200,重,3,5,未勝利・牝,36.7,差し,3
2,,4,,,,,パストゥザスターズ,,牝,3,15,3,28,中山,D,1200,重,13,11,未勝利・牝,39.1,中団,初,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,,5,,,,,ニンジャトットリ,,牡,3,11,4,25,福島,D,1150,良,3,2,未勝利,37.3,先行,2,4,12,中山,D,1200,稍,2,2,未勝利,37.9,先行,2,3,29,中山,D,1200,稍,3,1,未勝利,38.5,先行,2,3,15,中山,D,1200,良,2,2,未勝利,38.2,先行,6,2,1,東京,D,1400,良,6,6,未勝利,38.6,先行,3
3,,6,,,,,ミスタートントン,,牡,3,10,5,3,新潟,D,1200,稍,2,2,未勝利,37.3,先行,4,4,5,中山,D,1200,不,2,2,未勝利,37.5,先行,3,3,15,中山,D,1200,良,3,1,未勝利,38.4,先行,9,1,10,中山,D,1200,良,2,6,未勝利,37.4,逃げ,7,11,24,東京,T,1400,良,8,9,未勝利*,35.2,逃げ,4
4,,7,,,,,イイクニパッション,,牡,3,2,6,28,福島,D,1150,良,4,1,未勝利,37.5,先行,23,1,17,中山,D,1200,良,2,3,未勝利,38.4,先行,3,12,28,中山,D,1200,良,2,2,未勝利*,39.5,逃げ,4,11,30,京都,D,1200,良,3,4,未勝利*,37.4,先行,5,10,25,新潟,T,1200,良,12,5,未勝利*,36.6,逃げ,12
4,B,8,,,,,フォワードシャッセ,,牝,3,8,5,16,東京,D,1400,良,4,3,未勝利・牝,38.3,逃げ,8,3,22,中山,T,1600,良,7,5,未勝利,36.6,先行,13,12,21,中山,T,1600,重,11,2,新馬,37.9,中団,初,,,,,,,,,,,,,,,,,,,,,,,,
5,,9,,,,,オスロクィーン,,牝,3,11,4,26,福島,T,1200,良,12,11,未勝利,35.6,先行,16,1,5,中山,D,1200,稍,13,7,未勝利,38.5,後方,11,10,19,新潟,D,1200,重,10,5,未勝利*,38.3,後方,14,7,12,福島,D,1150,良,11,1,新馬,40.0,中団,初,,,,,,,,,,,,
5,,10,,,,,ジェムシリカ,,牝,3,6,5,30,東京,T,1400,良,7,7,未勝利,35.0,逃げ,連,5,24,東京,T,1600,良,7,11,未勝利・牝,35.7,逃げ,6,4,11,中山,D,1800,重,16,9,未勝利・牝,44.1,後方,初,,,,,,,,,,,,,,,,,,,,,,,,
6,,11,,,,,ツクバヴァンガード,,牡,3,4,6,14,東京,D,1300,稍,2,1,未勝利,36.2,逃げ,3,5,24,東京,D,1300,稍,2,3,未勝利,38.5,先行,8,3,28,中山,D,1200,重,2,1,未勝利,37.2,先行,3,3,8,中山,D,1200,稍,2,1,未勝利,37.9,先行,3,2,14,東京,D,1400,良,3,6,未勝利,37.4,先行,4
6,,12,,,,,ミラビリオン,,牡,3,2,6,28,福島,D,1150,良,3,5,未勝利,36.9,差し,4,5,31,東京,D,1400,良,5,3,未勝利,38.4,先行,9,3,29,中京,D,1200,良,4,2,未勝利,36.9,先行,2,3,14,中京,D,1200,良,4,4,未勝利,36.7,差し,3,2,22,東京,D,1400,良,7,4,未勝利,37.0,後方,9
7,,13,,,,,トリエンナーレ,,牝,3,8,5,16,東京,D,1400,良,9,10,未勝利・牝,38.1,中団,8,3,21,中京,D,1200,良,7,12,未勝利・牝,37.8,後方,10,1,11,中山,D,1800,良,15,8,未勝利・牝,45.8,中団,8,11,16,東京,D,1600,良,7,9,新馬,37.4,先行,初,,,,,,,,,,,,
7,,14,,,,,ユニオンジャック,,牡,3,初,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,B,15,,,,,グラスアロー,,牡,3,8,5,17,東京,D,1400,良,8,14,未勝利,37.6,後方,9,3,15,中山,D,1800,良,15,14,未勝利,44.2,中団,6,2,1,東京,D,1400,良,12,15,未勝利,38.8,後方,28,7,19,福島,T,1800,良,15,11,新馬,39.9,中団,初,,,,,,,,,,,,
8,,16,,,,,マッシブショット,,セ,3,7,5,23,東京,D,1400,重,10,8,未勝利,38.7,中団,3,5,3,東京,D,1400,稍,8,13,未勝利,38.5,逃げ,3,4,12,中山,D,1200,稍,7,8,未勝利,37.9,後方,2,3,29,中山,D,1200,稍,9,9,未勝利,39.3,先行,20,11,8,東京,D,1300,良,消,--,未勝利*,----,,2
レースID(新),日付S,曜日,場所,開催,R,レース名,クラス名,芝・ダート,距離,コース区分,コーナー回数,馬場状態(暫定),天候(暫定),フルゲート頭数,発走時刻,性別限定,重量種別,年齢限定
2026071203020607,2026.7.12,日,福島,2福6,7,,未勝利,芝,1200,B,2,良(暫定),小雨(暫定),16,13:30,,馬齢,３歳
枠番,B,番,印,M2,M3,M4,馬名S,Ｃ,性別,年齢,間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･1走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･2走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･3走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･4走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･5走前,上り3F,決手,前走間隔
1,,1,,,,,コスモシグルン,,牝,3,15,3,28,中山,T,1600,稍,9,7,未勝利,36.5,先行,12,1,4,中山,T,1600,良,12,9,未勝利,36.9,先行,3,12,14,中山,T,1600,稍,3,10,新馬,36.5,先行,初,,,,,,,,,,,,,,,,,,,,,,,,
1,,2,,,,,イマジェリーナ,,牝,3,初,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,,3,,,,,マリノマーベラス,,牝,3,10,5,2,新潟,T,1400,稍,14,16,未勝利,38.9,先行,初,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,,4,,,,,シャインフォーミー,,牝,3,11,4,26,東京,D,1300,稍,14,2,未勝利,40.1,先行,5,3,21,中京,D,1200,良,5,3,未勝利・牝,37.7,後方,12,12,28,中山,T,1200,良,4,1,未勝利*,35.6,先行,4,11,29,東京,T,1400,良,3,2,未勝利*,34.3,先行,11,9,13,中山,T,1600,稍,4,1,未勝利*,34.9,先行,12
3,,5,,,,,モーニングダリア,,牝,3,7,5,23,新潟,T,1400,稍,14,14,未勝利,36.8,先行,13,2,22,小倉,D,1700,良,7,9,未勝利・牝,39.7,中団,連,2,14,小倉,D,1700,良,7,12,未勝利・牝,38.9,中団,3,1,25,小倉,D,1700,良,6,16,未勝利・牝,39.4,中団,2,1,11,中山,D,1200,良,11,9,未勝利,39.0,中団,4
3,,6,,,,,インザライムライト,,牝,3,10,4,30,笠松,D,1400,良,4,3,赤坂宿,----,逃げ,7,3,15,中京,T,1400,良,9,14,未勝利,35.7,中団,18,11,9,福島,T,1200,良,7,11,未勝利*,35.6,中団,2,10,25,新潟,T,1200,良,3,14,未勝利*,35.0,差し,4,9,28,中山,T,1200,良,6,14,未勝利*,34.9,先行,4
4,,7,,,,,リナシタ,,牝,3,9,5,10,新潟,T,1000,良,8,3,未勝利,33.9,中団,4,4,12,福島,T,1200,良,5,3,未勝利,35.8,先行,12,1,18,中山,D,1200,良,10,7,未勝利,40.3,中団,6,12,7,中山,T,1200,良,3,2,新馬,34.9,逃げ,初,,,,,,,,,,,,
4,B,8,,,,,フライスカイハイ,,牝,3,8,5,17,新潟,D,1800,良,8,8,未勝利・牝,40.5,中団,6,4,5,中山,D,1800,不,6,11,未勝利・牝,39.9,先行,3,3,14,中山,D,1800,良,7,8,未勝利・牝,39.8,中団,2,3,1,中山,D,1800,稍,7,10,未勝利・牝,40.6,中団,12,12,6,中山,D,1800,良,13,9,未勝利・牝*,44.2,逃げ,8
5,,9,,,,,ウインディナナコ,,牝,3,2,6,28,福島,T,1200,良,4,8,未勝利,34.1,差し,16,3,7,中山,D,1200,重,11,11,未勝利・牝,40.0,中団,初,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,,10,,,,,ノーブルクロンヌ,,牝,3,8,5,16,東京,T,1400,良,6,10,未勝利,34.9,先行,3,4,26,東京,D,1300,稍,4,12,未勝利,38.1,先行,連,4,18,福島,T,1200,良,6,8,未勝利,34.8,中団,10,2,7,小倉,T,1200,良,13,18,未勝利,36.1,中団,2,1,25,小倉,D,1700,良,15,9,未勝利・牝,42.2,中団,9
6,B,11,,,,,キッショウダラニ,,牡,3,2,6,28,福島,T,1200,良,2,1,未勝利,35.3,先行,24,1,11,中山,D,1200,良,3,3,未勝利,39.0,先行,2,12,28,中山,T,1200,良,2,2,未勝利*,35.5,逃げ,3,12,7,中山,T,1200,良,2,8,新馬,33.7,差し,初,,,,,,,,,,,,
6,,12,,,,,ラルルジェンヌ,,牝,3,17,3,15,中山,D,1800,良,11,2,未勝利・牝,42.0,先行,11,12,27,中山,T,1600,良,2,7,新馬,35.5,差し,初,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,,13,,,,,スイートハイデン,,牝,3,8,5,16,新潟,T,1800,良,8,13,未勝利,34.9,中団,9,3,14,中京,T,2000,良,9,16,未勝利,35.8,中団,6,2,1,東京,D,1600,良,14,10,未勝利・牝,39.8,中団,3,1,10,中山,D,1800,良,6,7,新馬・牝,41.2,中団,初,,,,,,,,,,,,
7,B,14,,,,,ベルオーシャン,,牝,3,8,5,17,新潟,D,1200,良,9,3,未勝利・牝,38.5,中団,3,4,26,東京,D,1400,稍,5,1,未勝利・牝,37.8,先行,4,3,29,中山,D,1200,稍,4,2,未勝利,37.7,差し,3,3,8,中山,D,1200,稍,3,5,未勝利,37.9,先行,10,12,27,中山,D,1200,稍,5,7,未勝利・牝*,38.2,中団,10
8,,15,,,,,サクラモンストール,,牡,3,11,4,26,東京,T,1800,良,18,8,未勝利,39.5,先行,初,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,B,16,,,,,ダノンクラウディア,,牡,3,8,5,16,新潟,D,1800,良,15,6,未勝利,52.5,後方,28,11,1,東京,T,1600,稍,13,5,新馬,35.1,後方,初,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
レースID(新),日付S,曜日,場所,開催,R,レース名,クラス名,芝・ダート,距離,コース区分,コーナー回数,馬場状態(暫定),天候(暫定),フルゲート頭数,発走時刻,性別限定,重量種別,年齢限定
2026071203020608,2026.7.12,日,福島,2福6,8,,1勝,芝,1200,B,2,良(暫定),小雨(暫定),16,14:00,,定量,３上
枠番,B,番,印,M2,M3,M4,馬名S,Ｃ,性別,年齢,間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･1走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･2走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･3走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･4走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･5走前,上り3F,決手,前走間隔
1,,1,,,,,プリティーミズホ,,牝,3,30,12,13,中山,T,1200,良,4,9,黒松賞･1勝*,34.1,先行,4,11,16,福島,T,1200,良,11,7,福島２歳,36.1,先行,8,9,20,中山,T,1200,良,4,5,カンナＳ,34.8,逃げ,7,8,2,新潟,T,1000,良,1,5,未勝利*,32.8,逃げ,3,7,12,福島,D,1150,良,13,6,新馬,41.0,先行,初
2,,2,,,,,レッドカメリア,,牝,6,連,7,4,福島,T,1200,良,7,13,１勝ｸﾗｽ・牝,34.5,後方,12,4,11,福島,T,1200,良,14,10,１勝ｸﾗｽ・牝,35.0,中団,10,1,31,小倉,T,1200,良,8,10,１勝ｸﾗｽ,33.9,中団,12,11,9,福島,T,1200,良,6,6,１勝ｸﾗｽ,34.5,中団,3,10,19,新潟,T,1200,稍,5,8,１勝ｸﾗｽ,34.8,中団,4
3,,3,,,,,ラブリーガール,,牝,4,2,6,27,福島,T,1200,良,3,6,１勝ｸﾗｽ,33.6,追込,8,5,3,新潟,T,1400,良,8,9,１勝ｸﾗｽ・牝,35.7,先行,2,4,19,福島,T,1200,良,9,7,須賀川特･1勝,33.6,後方,7,3,1,中山,D,1200,稍,15,13,１勝ｸﾗｽ,39.4,中団,14,11,24,福島,T,1200,良,10,7,１勝ｸﾗｽ,35.1,先行,7
4,,4,,,,,アイスブレイカー,,牡,5,3,6,21,東京,D,1400,重,14,16,１勝ｸﾗｽ,35.9,後方,11,4,5,中山,D,1200,重,11,16,１勝ｸﾗｽ,37.0,後方,2,3,21,中山,D,1200,良,9,7,１勝ｸﾗｽ,36.7,後方,連,3,14,中山,D,1200,良,9,13,１勝ｸﾗｽ,36.8,後方,10,1,5,中山,D,1200,稍,9,10,１勝ｸﾗｽ,37.0,中団,4
5,,5,,,,,テルケンレンスキー,,牡,3,2,6,27,福島,T,1200,良,9,5,１勝ｸﾗｽ,34.5,中団,8,5,2,東京,T,1400,良,13,13,１勝ｸﾗｽ*,34.0,中団,3,4,12,中山,D,1800,良,11,8,１勝ｸﾗｽ*,41.8,先行,3,3,21,中山,T,1600,良,7,7,１勝ｸﾗｽ*,36.0,逃げ,8,1,25,中山,T,1800,良,7,6,若竹賞･1勝*,36.2,逃げ,7
5,,6,,,,,アイアンパイク,,牝,3,2,6,28,福島,T,1200,良,1,2,未勝利,34.7,先行,3,6,6,東京,D,1600,稍,2,2,未勝利・牝,37.6,先行,2,5,23,東京,D,1600,重,2,2,未勝利・牝,37.6,先行,2,5,10,東京,T,1600,良,7,1,未勝利,34.5,中団,10,3,1,中山,T,1600,良,2,2,未勝利,34.5,先行,3
6,,7,,,,,ビッグフラワー,,牡,5,2,6,27,福島,T,1200,良,6,4,１勝ｸﾗｽ,34.2,後方,10,4,19,福島,T,1200,良,6,5,須賀川特･1勝,33.9,中団,4,3,22,中京,T,1400,良,3,4,１勝ｸﾗｽ,34.1,差し,連,3,15,中京,T,1200,良,6,4,１勝ｸﾗｽ,33.5,後方,17,11,16,福島,T,1200,良,6,2,１勝ｸﾗｽ,34.5,中団,3
6,,8,,,,,ミスターマーボー,,牡,3,4,6,13,東京,T,1400,良,3,7,１勝ｸﾗｽ,34.6,先行,3,5,23,新潟,T,1400,稍,1,1,未勝利,35.6,先行,12,3,1,小倉,T,1200,良,2,1,未勝利,35.7,先行,2,2,15,小倉,T,1200,稍,2,1,未勝利,35.0,差し,12,11,24,福島,T,1200,良,2,4,未勝利*,34.8,先行,4
7,,9,,,,,ホウオウショコラ,,牝,4,9,5,10,新潟,T,1200,良,10,8,１勝ｸﾗｽ,34.9,先行,8,3,15,中山,D,1200,良,13,4,１勝ｸﾗｽ・牝,38.5,中団,14,12,7,中京,D,1400,良,8,5,１勝ｸﾗｽ・牝,38.4,先行,4,11,9,福島,T,1800,良,16,2,二本松特･1勝,38.0,先行,34,3,15,中山,T,1600,良,4,9,アネモネ(L),35.4,先行,8
7,,10,,,,,マイネルステラート,,牡,4,35,11,9,福島,T,1200,良,8,2,１勝ｸﾗｽ,35.9,逃げ,3,10,19,新潟,T,1200,稍,6,2,１勝ｸﾗｽ,35.6,逃げ,4,9,21,中山,T,1200,良,3,3,１勝ｸﾗｽ,33.9,先行,5,8,17,札幌,T,1200,稍,10,1,小樽特別･1勝,35.9,先行,22,3,16,中山,T,1200,重,3,2,１勝ｸﾗｽ*,37.1,逃げ,4
8,,11,,,,,ザバルガド,,牝,3,10,5,2,東京,T,1400,良,9,10,１勝ｸﾗｽ*,33.6,中団,11,2,14,東京,T,1600,良,10,15,クイーンG3,34.1,後方,17,10,19,東京,T,1400,良,1,7,未勝利*,33.8,先行,12,7,26,新潟,T,1400,良,15,11,新馬,35.4,後方,初,,,,,,,,,,,,
8,,12,,,,,デンプシー,,牡,3,9,5,9,新潟,T,1200,良,2,6,ゆきつば･1勝,35.5,先行,4,4,11,福島,T,1200,良,1,1,未勝利,34.4,先行,4,3,15,中京,T,1400,良,3,6,未勝利,35.6,先行,33,7,26,新潟,T,1400,良,18,5,新馬,40.5,先行,初,,,,,,,,,,,,
レースID(新),日付S,曜日,場所,開催,R,レース名,クラス名,芝・ダート,距離,コース区分,コーナー回数,馬場状態(暫定),天候(暫定),フルゲート頭数,発走時刻,性別限定,重量種別,年齢限定
2026071203020609,2026.7.12,日,福島,2福6,9,織姫賞,1勝,芝,1800,B,4,良(暫定),小雨(暫定),16,14:35,牝,定量,３上
枠番,B,番,印,M2,M3,M4,馬名S,Ｃ,性別,年齢,間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･1走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･2走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･3走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･4走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･5走前,上り3F,決手,前走間隔
1,,1,,,,,クイーンズワーフ,,牝,5,8,5,16,新潟,T,1800,良,7,5,石打特別･1勝,35.9,逃げ,3,4,25,福島,T,1800,良,3,5,１勝ｸﾗｽ・牝,36.6,先行,9,2,21,小倉,T,1800,良,2,7,１勝ｸﾗｽ・牝,36.6,逃げ,2,2,8,小倉,T,1800,良,6,5,１勝ｸﾗｽ・若,36.4,先行,7,12,21,中京,T,1600,稍,7,6,１勝ｸﾗｽ・牝,35.5,中団,2
2,,2,,,,,ペプロス,,牝,4,8,5,17,東京,T,1800,良,6,8,１勝ｸﾗｽ,33.6,先行,3,4,25,福島,T,1800,良,6,6,１勝ｸﾗｽ・牝,36.0,中団,13,1,24,中山,T,1600,良,7,8,１勝ｸﾗｽ,34.6,中団,6,12,14,中京,T,2000,稍,14,8,１勝ｸﾗｽ・牝,36.2,先行,17,8,16,新潟,T,1800,良,5,9,中郷特別･1勝,35.0,先行,6
3,,3,,,,,サフランルージュ,,牝,3,10,5,2,東京,T,1800,良,10,10,スイート(L),35.1,中団,3,4,11,福島,T,1800,良,1,14,未勝利・牝,34.6,差し,初,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,,4,,,,,ジェルブロア,,牝,4,16,3,22,中京,T,2000,良,6,6,１勝ｸﾗｽ・牝,34.5,先行,2,3,8,阪神,T,2000,良,2,4,１勝ｸﾗｽ,35.2,追込,2,2,21,小倉,T,1800,良,4,4,１勝ｸﾗｽ・牝,35.9,差し,23,9,14,阪神,T,1600,良,7,7,１勝ｸﾗｽ・牝,33.1,中団,2,8,31,新潟,T,2000,良,6,4,１勝ｸﾗｽ・牝,35.4,先行,8
4,,5,,,,,ロゼフェリシア,,牝,4,21,2,13,名古,D,1400,稍,1,2,１，４,----,先行,2,1,29,名古,D,1400,良,1,1,Ｃ１０,----,先行,4,1,4,名古,D,1500,良,1,1,玉飾り,----,先行,2,12,19,名古,D,1500,稍,2,1,荒木利,----,先行,4,11,25,名古,D,1500,稍,2,1,ＬＪＳ,----,先行,2
4,,6,,,,,キューティリップ,,牝,4,11,4,25,福島,T,1800,良,5,1,１勝ｸﾗｽ・牝,36.0,中団,3,4,4,中山,T,2000,良,4,4,１勝ｸﾗｽ,35.9,差し,3,3,14,中山,T,2000,良,5,6,房総特別･2勝,35.1,中団,4,2,14,東京,T,1600,良,12,2,１勝ｸﾗｽ,34.5,後方,12,11,22,福島,T,1800,良,3,2,高湯温泉･1勝,34.3,差し,7
5,,7,,,,,ブルスカメンテ,,牝,4,7,5,23,東京,T,1600,良,2,4,１勝ｸﾗｽ,34.4,先行,6,4,12,福島,D,1700,良,10,1,１勝ｸﾗｽ・牝,39.5,中団,9,2,7,東京,D,1600,良,5,6,１勝ｸﾗｽ・牝,38.4,先行,4,1,11,中山,T,1600,良,4,7,１勝ｸﾗｽ,34.5,差し,11,10,26,東京,T,1600,稍,8,5,１勝ｸﾗｽ,33.1,後方,9
5,,8,,,,,テンドリームガール,,牝,4,7,5,24,新潟,T,1800,稍,10,13,二王子特･1勝,34.7,中団,2,5,9,新潟,T,1800,良,8,11,粟島特別･1勝,36.2,中団,7,3,21,中京,T,2000,良,12,10,１勝ｸﾗｽ,35.5,後方,18,11,16,福島,T,2000,良,8,8,１勝ｸﾗｽ,35.0,後方,9,9,14,中山,T,2000,良,5,7,未勝利,34.6,中団,3
6,,9,,,,,ノーブルクラウド,,牝,3,18,3,8,阪神,D,1800,良,15,16,１勝ｸﾗｽ・牝*,41.3,先行,8,1,11,中山,D,1800,良,1,4,未勝利・牝,39.1,先行,3,12,20,中山,D,1800,良,5,11,未勝利・牝*,40.0,後方,3,11,30,東京,D,1600,良,5,13,新馬,38.7,中団,初,,,,,,,,,,,,
6,,10,,,,,サルワールカミーズ,,牝,3,11,4,25,福島,T,2000,良,1,7,未勝利・牝,35.7,差し,初,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,,11,,,,,ニシノコマチムスメ,,牝,5,11,4,25,福島,T,1800,良,10,9,１勝ｸﾗｽ・牝,36.9,中団,9,2,21,小倉,T,1800,良,10,6,１勝ｸﾗｽ・牝,35.7,後方,2,2,7,小倉,T,2000,稍,6,12,１勝ｸﾗｽ・牝,36.0,中団,2,1,25,小倉,T,1800,良,4,14,１勝ｸﾗｽ・牝,36.2,差し,6,12,14,中京,T,2000,稍,10,14,１勝ｸﾗｽ・牝,35.8,先行,5
7,,12,,,,,ルージュリリック,,牝,3,7,5,23,東京,T,1800,良,3,3,カーネー･1勝,34.5,逃げ,10,3,14,中京,T,1600,良,1,3,未勝利・若,34.4,先行,4,2,14,東京,T,1400,良,5,2,未勝利,34.2,先行,2,2,1,東京,D,1600,良,3,2,未勝利・牝,38.7,先行,15,10,18,新潟,T,1600,良,4,1,未勝利*,34.0,差し,13
8,,13,,,,,ユメシルベ,,牝,3,15,3,29,中山,T,2000,良,5,6,ミモザ賞･1勝,35.4,先行,4,2,28,中山,T,1800,良,4,7,１勝ｸﾗｽ・牝*,35.7,差し,5,1,25,中山,T,1800,良,6,7,若竹賞･1勝*,35.6,中団,3,1,5,中山,T,2000,良,4,7,１勝ｸﾗｽ*,35.8,差し,12,10,11,京都,T,2000,良,3,4,紫菊賞･1勝*,36.1,先行,4
8,,14,,,,,ヒサエノオモカゲ,,牝,4,15,3,28,中山,D,1800,重,6,5,１勝ｸﾗｽ・牝,40.7,先行,2,3,14,阪神,D,1800,良,13,4,１勝ｸﾗｽ・牝,43.1,先行,13,12,14,中京,D,1800,稍,14,1,１勝ｸﾗｽ・若,41.5,先行,18,8,9,中京,D,1800,良,1,3,未勝利,37.9,逃げ,4,7,12,函館,D,1700,良,6,2,未勝利,40.0,逃げ,2
