レースID(新),日付S,曜日,場所,開催,R,レース名,クラス名,芝・ダート,距離,コース区分,コーナー回数,馬場状態(暫定),天候(暫定),フルゲート頭数,発走時刻,性別限定,重量種別,年齢限定
2026081501010701,2026.8.15,土,札幌,1札7,1,,未勝利,ダート,1700,,4,良(暫定),晴(暫定),14,10:00,,馬齢,３歳
1,,1,,,,,スタートレイン,,牝,3,11,5,30,東京,T,1400,良,6,10,１勝ｸﾗｽ*,34.4,中団,4,5,2,東京,T,1400,良,17,15,１勝ｸﾗｽ*,33.0,後方,6,3,21,中山,T,1600,良,8,6,１勝ｸﾗｽ*,36.1,先行,17,11,23,東京,T,1600,良,4,6,赤松賞･1勝*,34.0,先行,10,9,13,中山,T,1600,稍,1,2,新馬・牝,34.7,逃げ,14
1,,2,,,,,モティスフォント,,牡,4,10,6,7,東京,D,1400,良,7,6,１勝ｸﾗｽ,36.9,後方,7,4,19,福島,T,1200,良,8,6,須賀川特･1勝,33.9,中団,9,2,14,東京,T,1600,良,16,5,１勝ｸﾗｽ,35.8,先行,17,10,18,東京,T,1400,良,3,8,１勝ｸﾗｽ,33.3,差し,5,9,14,中山,T,1600,良,13,2,１勝ｸﾗｽ,34.8,中団,11
2,B,3,,,,,ココボロ,,牝,5,4,7,18,福島,T,1200,良,3,15,１勝ｸﾗｽ,34.7,差し,3,6,27,福島,T,1200,良,11,14,１勝ｸﾗｽ,34.5,後方,8,5,3,新潟,T,1400,良,11,14,１勝ｸﾗｽ・牝,34.5,後方,5,3,29,中京,D,1800,良,11,13,１勝ｸﾗｽ・牝,38.6,後方,4,3,1,小倉,D,1700,稍,11,15,１勝ｸﾗｽ・牝,39.7,中団,2
2,,4,,,,,ウフドゥウフ,,牡,4,9,6,14,東京,D,1600,稍,2,3,１勝ｸﾗｽ,35.4,先行,3,5,23,東京,D,1400,稍,2,3,１勝ｸﾗｽ,35.1,差し,4,4,26,東京,D,1600,稍,4,3,１勝ｸﾗｽ,36.3,追込,5,3,21,中京,D,1400,良,2,8,１勝ｸﾗｽ,36.5,差し,29,8,30,新潟,T,1400,良,7,4,新発田城･1勝,34.8,後方,3
3,,5,,,,,デスサイズ,,牡,3,10,6,7,東京,T,1600,良,7,5,１勝ｸﾗｽ,35.3,逃げ,3,5,17,東京,D,1400,良,1,1,未勝利,37.4,逃げ,8,3,22,中山,D,1200,良,3,1,未勝利,38.3,先行,3,2,28,中山,D,1200,重,2,2,未勝利,36.9,先行,4,1,31,東京,D,1400,良,2,3,新馬,37.7,先行,初
3,,6,,,,,シュペルリング,,牡,3,9,6,13,東京,T,1400,良,7,4,１勝ｸﾗｽ,33.9,後方,9,4,11,中山,T,1600,良,13,8,ニュージG2,34.7,後方,8,2,14,東京,T,1400,良,4,6,１勝ｸﾗｽ*,33.0,追込,14,11,8,東京,T,1400,良,10,2,京王杯２G2,34.3,中団,4,10,11,東京,T,1600,良,1,3,新馬,33.7,先行,初
4,,7,,,,,ミスターマーボー,,牡,3,5,7,12,福島,T,1200,稍,4,3,１勝ｸﾗｽ,34.3,差し,4,6,13,東京,T,1400,良,3,7,１勝ｸﾗｽ,34.6,先行,3,5,23,新潟,T,1400,稍,1,1,未勝利,35.6,先行,12,3,1,小倉,T,1200,良,2,1,未勝利,35.7,先行,2,2,15,小倉,T,1200,稍,2,1,未勝利,35.0,差し,12
4,,8,,,,,ベレーバスク,,牝,3,19,4,5,中山,T,1200,重,8,3,１勝ｸﾗｽ*,35.3,先行,4,3,8,中山,T,1600,良,5,7,１勝ｸﾗｽ*,35.3,先行,3,2,14,東京,T,1400,良,8,4,１勝ｸﾗｽ*,34.1,先行,9,12,13,中京,T,1400,良,9,2,つわぶき･1勝,35.1,先行,6,11,1,京都,T,1400,良,5,4,ファンタG3,33.6,中団,5
5,,9,,,,,ポタリング,,セ,4,8,6,21,函館,T,1800,良,9,7,１勝ｸﾗｽ,36.1,先行,連,6,14,函館,T,1800,良,6,6,八雲特別･1勝,35.3,中団,16,2,22,東京,T,1800,良,8,10,１勝ｸﾗｽ,34.3,中団,3,1,31,東京,T,1800,良,6,10,１勝ｸﾗｽ,33.8,中団,10,11,22,福島,T,1800,良,5,5,高湯温泉･1勝,34.6,先行,2
5,,10,,,,,ヤマメライズ,,セ,3,19,4,5,中山,T,1200,重,11,12,１勝ｸﾗｽ*,34.7,後方,12,1,12,中山,T,1200,良,8,9,１勝ｸﾗｽ*,34.1,中団,4,12,13,中山,T,1200,良,10,3,黒松賞･1勝*,33.9,後方,12,9,20,中山,T,1200,良,3,8,カンナＳ,34.2,差し,6,8,9,新潟,T,1400,良,8,5,ダリア賞,34.3,中団,5
6,,11,,,,,デルマケセラセラ,,牝,4,12,5,23,東京,T,1600,良,17,12,１勝ｸﾗｽ,35.2,中団,10,3,15,中京,T,2000,良,9,8,１勝ｸﾗｽ,36.6,先行,33,7,26,札幌,T,1800,良,1,4,未勝利,35.8,先行,2,7,12,函館,T,1800,良,外,--,未勝利,----,,3,6,21,函館,T,1800,良,3,2,未勝利・牝,36.1,逃げ,4
6,,12,,,,,シャオママル,,牡,3,9,6,13,東京,T,1400,良,8,5,１勝ｸﾗｽ,34.5,中団,17,2,14,東京,T,1400,良,14,3,１勝ｸﾗｽ*,34.3,中団,14,11,8,東京,T,1400,良,4,6,京王杯２G2,33.6,差し,4,10,13,東京,T,1400,良,1,1,未勝利*,33.6,差し,4,9,13,中山,T,1600,稍,2,5,未勝利*,34.5,差し,2
7,,13,,,,,ノーブルクロンヌ,,牝,3,2,8,2,新潟,T,1400,良,1,4,未勝利,35.0,先行,3,7,12,福島,T,1200,稍,3,3,未勝利,35.8,差し,8,5,16,東京,T,1400,良,6,10,未勝利,34.9,先行,3,4,26,東京,D,1300,稍,4,12,未勝利,38.1,先行,連,4,18,福島,T,1200,良,6,8,未勝利,34.8,中団,10
7,,14,,,,,リーデレクオーレ,,牝,3,4,7,18,福島,T,1200,良,1,1,未勝利,35.0,先行,2,7,4,福島,T,1200,稍,2,2,未勝利・牝,34.5,先行,3,6,14,東京,T,1400,良,2,14,未勝利,34.2,逃げ,12,3,22,中山,T,1600,良,12,10,未勝利,37.3,逃げ,3,3,1,中山,T,1600,良,4,11,未勝利,35.2,逃げ,16
7,,15,,,,,グリオンヴール,,牡,3,11,5,30,東京,T,1400,良,3,2,１勝ｸﾗｽ*,34.3,差し,6,4,19,中山,T,1600,良,8,1,１勝ｸﾗｽ*,35.2,中団,9,2,14,東京,T,1400,良,3,1,１勝ｸﾗｽ*,33.7,差し,25,8,23,札幌,T,1500,稍,1,1,新馬,35.2,先行,初,,,,,,,,,,,,
8,,16,,,,,エバーラスト,,牡,3,7,6,27,福島,T,1200,良,8,3,１勝ｸﾗｽ,34.8,中団,19,2,15,小倉,T,1200,稍,1,4,未勝利,35.2,先行,4,1,17,中山,D,1200,良,5,2,未勝利,39.0,中団,19,9,6,中山,T,1200,良,4,5,新馬,34.0,差し,初,,,,,,,,,,,,
8,,17,,,,,フェーダーローター,,牝,3,8,6,21,東京,T,1600,稍,9,12,１勝ｸﾗｽ,35.7,先行,8,4,25,福島,T,1200,良,11,12,雪うさぎ･1勝,34.5,後方,3,4,5,中山,T,1200,重,4,11,１勝ｸﾗｽ*,34.6,差し,3,3,15,中山,T,1200,良,10,10,１勝ｸﾗｽ*,34.1,後方,4,2,14,東京,T,1600,良,16,16,クイーンG3,36.1,先行,14
8,B,18,,,,,カシオペア,,牡,4,2,8,1,新潟,T,1200,良,3,7,１勝ｸﾗｽ,32.9,追込,7,6,13,東京,T,1400,良,6,9,１勝ｸﾗｽ,33.7,後方,4,5,16,新潟,T,1400,良,8,8,１勝ｸﾗｽ,34.1,後方,60,3,23,中京,T,1400,良,1,9,未勝利,34.3,追込,17,11,23,東京,T,1400,良,13,3,未勝利*,35.1,後方,6
レースID(新),日付S,曜日,場所,開催,R,レース名,クラス名,芝・ダート,距離,コース区分,コーナー回数,馬場状態(暫定),天候(暫定),フルゲート頭数,発走時刻,性別限定,重量種別,年齢限定
2026081504020706,2026.8.15,土,新潟,2新7,6,阿賀野川特別,2勝,芝,2200,A,4,良(暫定),晴(暫定),18,14:50,,定量,３上
枠番,B,番,印,M2,M3,M4,馬名S,Ｃ,性別,年齢,間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･1走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･2走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･3走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･4走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･5走前,上り3F,決手,前走間隔
1,,1,,,,,ダノンピクチャー,,牡,4,22,3,14,中山,T,2500,良,1,2,１勝ｸﾗｽ,34.8,先行,4,2,15,小倉,T,2600,稍,3,2,１勝ｸﾗｽ,34.6,差し,2,2,1,小倉,T,2600,良,2,6,足立山特･1勝,35.0,差し,連,1,25,小倉,T,2000,良,9,8,１勝ｸﾗｽ,33.7,後方,6,12,11,船橋,D,1800,良,12,2,フェイ,----,中団,17
2,,2,,,,,プリズマジコ,,牡,5,5,7,12,小倉,T,2000,良,5,2,西部スＨ･2勝,36.5,後方,6,5,31,東京,T,2400,良,10,12,青嵐賞･2勝,33.8,中団,13,2,28,小倉,T,2000,稍,13,7,別府特別･2勝,37.3,中団,18,10,25,京都,T,1800,良,8,6,２勝ｸﾗｽ,34.1,後方,11,8,10,中京,T,2000,良,4,2,浜名湖特･2勝,34.5,差し,3
3,,3,,,,,ゴールデンパゴーダ,,牝,3,6,7,5,函館,T,2600,良,11,5,横津岳Ｈ･2勝,36.9,中団,2,6,20,函館,T,2600,良,1,1,駒ケ岳特･1勝,34.7,逃げ,14,3,15,阪神,T,2400,良,6,4,ゆきやな･1勝,36.2,先行,3,2,21,東京,T,2400,良,1,8,未勝利,34.6,先行,15,11,9,東京,T,2000,良,4,6,新馬,34.7,先行,初
3,,4,,,,,ランツフート,,牡,4,8,6,20,東京,T,2400,稍,4,4,町田特Ｈ･2勝,35.3,先行,36,10,12,京都,T,2400,良,1,9,１勝ｸﾗｽ,33.8,先行,13,7,12,小倉,T,2600,良,7,5,英彦山特･1勝,37.2,ﾏｸﾘ,14,4,6,阪神,D,1800,良,12,9,１勝ｸﾗｽ*,40.0,中団,3,3,15,中京,D,1800,良,7,10,１勝ｸﾗｽ*,38.4,先行,3
4,,5,,,,,ロードフィレール,,牡,3,3,7,25,中京,T,2000,良,1,1,香嵐渓特･1勝,33.2,逃げ,14,4,19,中山,T,2000,良,17,15,皐月賞G1,34.8,中団,4,3,21,阪神,T,2000,良,2,6,若葉Ｓ(L),34.7,先行,32,8,9,新潟,T,2000,良,1,1,未勝利*,35.9,先行,3,7,20,小倉,T,1800,良,2,4,新馬,35.2,先行,初
4,,6,,,,,ファーングロット,,牡,4,13,5,17,京都,T,2400,良,2,1,白川特別･2勝,34.5,先行,11,3,1,阪神,T,2200,良,2,3,山陽特別･2勝,34.1,先行,3,2,7,京都,T,2400,良,1,3,１勝ｸﾗｽ,33.7,先行,42,4,19,阪神,T,2200,良,1,1,未勝利,35.5,先行,12,1,25,小倉,T,2000,良,2,2,新馬,37.1,先行,初
5,,7,,,,,サミダレナイツ,,牡,4,13,5,17,京都,T,2000,良,1,2,１勝ｸﾗｽ,34.7,先行,3,4,26,京都,T,1800,良,4,2,１勝ｸﾗｽ,35.3,逃げ,11,2,7,小倉,T,2000,稍,11,1,戸畑特別･1勝,36.9,ﾏｸﾘ,4,1,11,京都,T,2000,良,5,1,１勝ｸﾗｽ,34.2,中団,3,12,21,阪神,T,2200,重,2,6,１勝ｸﾗｽ,35.5,差し,2
5,B,8,,,,,ビップチェイス,,牡,5,11,5,31,東京,T,2400,良,6,13,青嵐賞･2勝,34.6,ﾏｸﾘ,2,5,17,京都,T,2400,良,7,7,白川特別･2勝,36.8,逃げ,4,4,19,福島,T,2600,良,7,6,奥の細道･2勝,36.6,先行,連,4,12,福島,T,2600,良,1,6,燧ヶ岳特･1勝,36.3,先行,13,1,12,中山,T,2000,良,14,11,１勝ｸﾗｽ,36.1,中団,2
6,B,9,,,,,キングズトゥルー,,牡,4,5,7,11,福島,T,2600,良,6,3,信夫山特･2勝,36.1,先行,9,5,10,新潟,T,2400,良,1,3,荒川峡特･1勝,35.0,先行,2,4,26,福島,T,2600,良,2,1,１勝ｸﾗｽ,35.2,先行,6,3,14,中山,T,2500,良,5,3,１勝ｸﾗｽ,35.6,先行,6,2,1,小倉,T,2600,良,6,2,足立山特･1勝,36.8,ﾏｸﾘ,12
6,,10,,,,,バンフィエルド,,牡,7,8,6,20,東京,T,2400,稍,8,9,町田特Ｈ･2勝,35.9,後方,3,5,31,東京,T,2400,良,13,14,青嵐賞･2勝,34.2,後方,2,5,17,新潟,T,2000,良,9,15,信濃川特･2勝,34.5,先行,7,3,28,中京,T,2200,良,9,10,ターフオ･2勝,34.0,先行,2,3,14,中京,T,2000,良,7,10,茶臼山高･2勝,35.6,先行,12
7,,11,,,,,オールマイデイズ,,牡,6,11,5,31,東京,T,2400,良,9,8,青嵐賞･2勝,33.6,中団,12,3,7,中山,T,2500,稍,5,3,潮来特Ｈ･2勝,37.7,中団,7,1,18,中山,T,2200,良,4,6,２勝ｸﾗｽ,34.1,差し,6,12,7,中山,T,2500,良,3,7,２勝ｸﾗｽ,34.5,差し,8,10,13,京都,D,1800,良,7,7,蹴上特別･2勝,38.8,中団,11
7,,12,,,,,ブラックオリンピア,,牡,3,16,4,25,東京,T,2400,良,3,1,青葉賞G2,34.4,先行,3,4,4,阪神,T,2400,稍,1,2,アザレア･1勝,34.1,先行,10,1,24,京都,T,2200,良,1,2,未勝利,34.6,先行,9,11,22,京都,T,1800,良,3,1,未勝利*,34.9,先行,4,10,25,東京,T,2000,良,2,2,新馬,33.9,先行,初
8,,13,,,,,パッションリッチ,,牡,4,13,5,17,新潟,T,2000,良,12,2,信濃川特･2勝,33.9,中団,12,2,22,東京,D,2100,良,8,5,２勝ｸﾗｽ,37.3,後方,13,11,24,東京,T,2400,良,8,3,南武特別･2勝,35.8,先行,4,10,26,新潟,T,2000,稍,2,3,村上特別･2勝,35.3,先行,5,9,21,阪神,T,2400,良,9,10,神戸新聞G2,33.2,後方,7
8,,14,,,,,ズイウンゴサイ,,牡,5,10,6,7,東京,T,2000,良,5,8,香港ジョ･2勝,34.7,後方,3,5,17,新潟,T,2000,良,5,6,信濃川特･2勝,33.2,後方,4,4,19,阪神,T,2000,良,5,7,蓬莱峡特･2勝,34.6,後方,9,2,14,東京,T,2400,良,7,4,箱根特別･2勝,34.8,中団,4,1,18,中山,T,2200,良,6,8,２勝ｸﾗｽ,33.6,後方,11
レースID(新),日付S,曜日,場所,開催,R,レース名,クラス名,芝・ダート,距離,コース区分,コーナー回数,馬場状態(暫定),天候(暫定),フルゲート頭数,発走時刻,性別限定,重量種別,年齢限定
2026081504020707,2026.8.15,土,新潟,2新7,7,上越Ｓ,3勝,ダート,1200,,2,良(暫定),晴(暫定),15,15:25,,定量,３上
枠番,B,番,印,M2,M3,M4,馬名S,Ｃ,性別,年齢,間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･1走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･2走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･3走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･4走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･5走前,上り3F,決手,前走間隔
1,,1,,,,,アメリカンチケット,,セ,5,7,6,27,福島,D,1150,稍,1,11,さくらん･2勝,35.5,逃げ,11,4,12,福島,D,1150,良,11,5,喜多方特･2勝,37.0,後方,9,2,10,京都,D,1200,良,15,5,２勝ｸﾗｽ,40.6,中団,9,12,6,中京,D,1200,良,4,6,中京日経･2勝,36.8,逃げ,40,3,2,阪神,D,1200,良,7,2,２勝ｸﾗｽ,37.9,逃げ,3
2,,2,,,,,クリノオリーブ,,牝,5,5,7,12,福島,D,1150,稍,1,5,彦星賞･2勝,35.7,先行,13,4,11,阪神,D,1200,重,2,7,２勝ｸﾗｽ,36.2,先行,4,3,15,阪神,D,1400,良,9,7,２勝ｸﾗｽ・牝,36.8,中団,2,3,1,阪神,D,1200,良,9,9,２勝ｸﾗｽ,37.6,先行,3,2,10,京都,D,1200,良,10,7,２勝ｸﾗｽ,36.9,後方,7
2,,3,,,,,ペレグリン,,牝,5,12,5,21,大井,D,1200,稍,1,2,メトロ,----,先行,10,3,15,中京,D,1200,良,11,3,伊良湖特･2勝,37.0,中団,2,3,1,阪神,D,1200,良,1,2,１勝ｸﾗｽ・牝,36.0,先行,10,12,21,中京,D,1200,稍,3,1,１勝ｸﾗｽ・若,36.0,追込,2,12,7,阪神,D,1200,良,4,6,１勝ｸﾗｽ・牝,37.4,差し,4
3,,4,,,,,ライトニングゼウス,,牡,5,13,5,16,京都,D,1200,良,1,1,２勝ｸﾗｽ,35.8,差し,4,4,18,中山,D,1200,良,2,1,葛飾特別･2勝,36.5,先行,4,3,22,中山,D,1200,良,2,4,鎌ケ谷特･2勝,36.9,先行,3,3,1,中山,D,1200,稍,1,2,１勝ｸﾗｽ,37.4,先行,3,2,10,東京,D,1300,稍,2,5,１勝ｸﾗｽ,37.4,先行,37
3,B,5,,,,,ワークソング,,牡,5,13,5,17,東京,D,1400,良,10,11,ＢＳイレ･3勝,35.9,後方,3,4,25,福島,D,1150,良,3,2,福島中央･3勝,36.2,追込,17,12,28,中山,D,1200,良,13,3,フェアウ･3勝,38.8,中団,6,11,15,福島,D,1150,良,4,2,フルーツ･3勝,36.3,差し,13,8,16,新潟,D,1200,良,4,8,上越Ｓ･3勝,35.7,差し,4
4,,6,,,,,ハクサンアイリス,,牡,4,12,5,24,京都,D,1200,良,6,3,高瀬川Ｓ･3勝,36.3,中団,3,5,3,京都,D,1400,稍,4,2,東大路Ｈ･3勝,36.9,先行,10,2,21,阪神,D,1400,良,7,6,鳴門Ｓ･3勝,36.6,先行,3,1,31,京都,D,1400,良,1,2,長浜特別･2勝,36.4,先行,15,10,18,東京,D,1400,良,6,1,２勝ｸﾗｽ,36.9,中団,4
4,,7,,,,,エンヤラヴフェイス,,牡,5,12,5,24,京都,D,1200,良,4,7,高瀬川Ｓ･3勝,34.9,追込,6,4,11,中山,D,1200,稍,5,3,卯月Ｓ･3勝,35.0,後方,9,2,7,京都,D,1200,良,5,3,橿原ＳＨ･3勝,35.3,後方,5,1,5,京都,D,1200,良,4,8,門松Ｓ･3勝,35.2,追込,3,12,13,中山,D,1200,良,6,3,アクアＨ･3勝,35.5,後方,5
5,,8,,,,,スプランドゥール,,牡,5,16,4,25,東京,D,1400,稍,12,12,鎌倉Ｓ･3勝,36.8,中団,2,4,11,中山,D,1200,稍,8,8,卯月Ｓ･3勝,35.0,後方,6,2,28,中山,D,1200,稍,9,5,春風ＳＨ･3勝,36.2,後方,7,1,11,中山,D,1200,良,1,8,２勝ｸﾗｽ,36.0,追込,3,12,21,中京,D,1200,稍,1,1,１勝ｸﾗｽ,36.3,差し,2
5,,9,,,,,イノセントキャット,,牝,5,16,4,25,東京,D,1400,稍,7,13,鎌倉Ｓ･3勝,35.6,後方,27,10,19,京都,D,1400,良,8,6,京都競Ｈ･3勝,36.3,先行,9,8,16,新潟,D,1200,良,9,4,上越Ｓ･3勝,36.7,中団,14,5,10,東京,D,1400,重,1,1,２勝ｸﾗｽ・牝,35.8,先行,8,3,16,中山,D,1200,不,3,1,２勝ｸﾗｽ,37.3,差し,3
6,,10,,,,,フウセツ,,牡,4,13,5,17,東京,D,1400,良,9,8,ＢＳイレ･3勝,36.6,先行,3,4,25,東京,D,1400,稍,3,9,鎌倉Ｓ･3勝,35.9,先行,13,1,25,中山,D,1200,良,15,4,江戸川Ｓ･3勝,39.0,先行,10,11,16,東京,D,1400,良,7,3,銀嶺ＳＨ･3勝,37.3,先行,3,10,25,東京,D,1400,稍,1,1,２勝ｸﾗｽ,35.4,逃げ,3
6,B,11,,,,,ヴェロクオーレ,,牝,5,5,7,11,小倉,D,1000,良,3,4,釜山Ｓ･3勝,35.9,差し,4,6,14,阪神,D,1200,重,8,4,リボンＨ･3勝,37.1,先行,16,2,21,阪神,D,1400,良,10,2,鳴門Ｓ･3勝,37.4,先行,5,1,17,京都,D,1400,良,6,2,羅生門Ｓ･3勝,37.3,逃げ,8,11,23,京都,D,1400,良,3,2,レジェン･3勝,36.6,先行,5
7,B,12,,,,,ビバップ,,牡,5,31,1,12,中山,D,1200,良,16,5,初春ＳＨ･3勝,40.0,逃げ,14,10,4,京都,D,1200,不,13,10,大山崎Ｓ･3勝,36.9,先行,7,8,16,新潟,D,1200,良,6,6,上越Ｓ･3勝,38.0,逃げ,6,7,6,福島,D,1150,良,1,5,さくらん･2勝,36.4,先行,9,5,3,京都,D,1200,稍,8,6,２勝ｸﾗｽ,35.6,後方,9
7,,13,,,,,スノーサイレンス,,牝,4,5,7,11,小倉,D,1000,良,2,6,釜山Ｓ･3勝,35.6,差し,7,5,24,京都,D,1200,良,10,9,高瀬川Ｓ･3勝,37.5,先行,4,4,25,福島,D,1150,良,消,--,福島中央･3勝,----,,12,1,31,小倉,D,1000,良,1,1,有田特別･2勝,36.2,差し,3,1,11,中山,D,1200,良,4,1,２勝ｸﾗｽ,38.6,先行,3
8,,14,,,,,パラサイコロジー,,牝,4,14,5,9,新潟,T,1000,良,16,9,駿風Ｓ･3勝,34.9,後方,13,2,7,京都,D,1200,良,10,2,橿原ＳＨ･3勝,37.2,先行,11,11,24,東京,D,1400,良,1,1,２勝ｸﾗｽ・牝,36.8,逃げ,13,8,23,新潟,D,1200,良,5,1,岩室温泉･2勝,37.5,逃げ,10,6,14,東京,D,1400,良,1,1,１勝ｸﾗｽ・牝,36.1,逃げ,12
8,,15,,,,,イリフィ,,牝,4,6,7,4,福島,D,1150,稍,2,2,ＴＵＦ杯･3勝,35.7,先行,3,6,14,阪神,D,1200,重,4,9,リボンＨ･3勝,35.7,差し,10,4,5,阪神,D,1400,重,8,7,天満橋Ｓ･3勝,36.4,中団,8,2,7,京都,D,1200,良,4,5,橿原ＳＨ･3勝,36.0,差し,5,1,5,京都,D,1200,良,1,2,２勝ｸﾗｽ,36.0,差し,7
レースID(新),日付S,曜日,場所,開催,R,レース名,クラス名,芝・ダート,距離,コース区分,コーナー回数,馬場状態(暫定),天候(暫定),フルゲート頭数,発走時刻,性別限定,重量種別,年齢限定
2026081504020708,2026.8.15,土,新潟,2新7,8,三国特別,1勝,ダート,1800,,4,良(暫定),晴(暫定),15,16:05,,定量,３上
枠番,B,番,印,M2,M3,M4,馬名S,Ｃ,性別,年齢,間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･1走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･2走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･3走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･4走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･5走前,上り3F,決手,前走間隔
1,B,1,,,,,プルメリアクヒオ,,牡,5,9,6,14,東京,D,2100,稍,12,12,１勝ｸﾗｽ,40.8,先行,3,5,24,新潟,D,1800,稍,5,10,１勝ｸﾗｽ,37.9,逃げ,8,3,29,中山,D,1800,稍,8,7,１勝ｸﾗｽ,40.8,先行,3,3,7,中山,D,1800,重,10,8,１勝ｸﾗｽ,39.3,後方,6,1,25,中山,D,1800,良,9,7,１勝ｸﾗｽ,41.5,先行,52
2,,2,,,,,インディヴァイン,,牡,3,12,5,23,東京,D,1600,重,7,5,１勝ｸﾗｽ*,36.4,中団,12,2,28,中山,D,1800,重,1,1,未勝利,39.4,先行,6,1,17,中山,D,1800,良,2,3,新馬,40.2,先行,初,,,,,,,,,,,,,,,,,,,,,,,,
2,,3,,,,,ルーナディサングエ,,牡,3,15,5,2,新潟,D,1800,重,4,6,わらび賞･1勝,40.5,先行,2,4,19,中山,D,1800,良,2,6,１勝ｸﾗｽ*,38.2,先行,4,3,22,中京,D,1800,良,1,9,未勝利,37.9,先行,19,11,8,福島,D,1700,良,4,12,未勝利*,39.2,差し,4,10,11,東京,D,1300,良,7,11,未勝利*,38.0,後方,2
3,,4,,,,,レボルシオン,,牡,5,49,9,6,札幌,D,1700,良,4,6,１勝ｸﾗｽ,38.3,差し,連,8,31,札幌,D,1700,稍,4,9,１勝ｸﾗｽ,37.9,差し,50,9,16,中山,D,1800,良,10,5,１勝ｸﾗｽ,42.0,後方,11,6,29,福島,D,1700,良,1,4,未勝利,39.4,先行,2,6,16,東京,D,1600,良,5,7,未勝利,37.1,中団,初
3,,5,,,,,ヨドノタイヨウ,,牡,4,5,7,9,園田,D,1400,良,1,1,Ｂ１　,----,逃げ,4,6,17,園田,D,1400,良,2,2,Ｂ１　,----,先行,2,5,28,園田,D,1400,稍,2,2,Ｂ１　,----,先行,6,4,22,園田,D,1400,良,1,1,Ｂ２　,----,先行,2,4,7,園田,D,1400,稍,2,1,Ｂ２　,----,先行,3
4,,6,,,,,ベストブラザーズ,,牡,3,14,5,9,新潟,D,1800,稍,1,1,未勝利,39.8,逃げ,4,4,11,福島,D,1700,良,3,3,未勝利,38.3,逃げ,3,3,21,中山,T,2200,良,4,3,未勝利,38.3,逃げ,8,1,24,中山,T,2200,良,7,7,未勝利,36.5,中団,7,12,6,中山,T,2000,良,6,4,新馬,35.2,中団,初
4,B,7,,,,,ノーブルアクト,,牝,6,9,6,16,川崎,D,1500,稍,9,6,ジュー,----,中団,6,5,3,新潟,D,1800,稍,7,4,１勝ｸﾗｽ・若,39.6,中団,9,3,1,小倉,D,1700,稍,6,4,１勝ｸﾗｽ・牝,39.3,中団,3,2,8,小倉,D,1700,良,2,4,１勝ｸﾗｽ・牝,37.8,先行,連,2,1,小倉,D,1700,良,5,4,１勝ｸﾗｽ・牝,37.7,中団,10
5,B,8,,,,,インナーパッション,,牡,3,3,7,25,新潟,D,1800,稍,4,1,清津峡特･1勝,39.3,差し,7,6,7,東京,D,2100,良,1,4,未勝利,37.0,差し,31,11,1,東京,T,1600,稍,7,6,新馬,33.9,中団,初,,,,,,,,,,,,,,,,,,,,,,,,
5,,9,,,,,ジェイエルモーダル,,牡,3,9,6,14,東京,D,2100,稍,2,1,１勝ｸﾗｽ,38.1,差し,6,5,2,新潟,D,1800,重,2,5,わらび賞･1勝,38.2,差し,4,4,5,中山,D,1800,重,3,9,１勝ｸﾗｽ*,37.9,ﾏｸﾘ,12,1,12,中山,D,1800,良,1,6,未勝利,39.3,ﾏｸﾘ,3,12,20,中山,D,1800,良,6,8,未勝利*,38.7,後方,3
6,B,10,,,,,シュガーハイ,,牡,4,45,10,4,東京,D,1400,良,11,7,１勝ｸﾗｽ,37.7,中団,8,8,10,新潟,D,1800,不,14,4,１勝ｸﾗｽ,41.7,中団,10,5,31,東京,D,1400,不,1,2,未勝利,36.7,逃げ,4,5,3,東京,D,2100,不,11,3,未勝利,39.1,中団,13,2,1,東京,D,2100,良,2,2,未勝利,39.2,先行,連
