レースID(新),日付S,曜日,場所,開催,R,レース名,クラス名,芝・ダート,距離,コース区分,コーナー回数,馬場状態(暫定),天候(暫定),フルゲート頭数,発走時刻,性別限定,重量種別,年齢限定
2026080201010401,2026.8.2,日,札幌,1札4,1,,未勝利,ダート,1700,,4,稍(暫定),曇(暫定),14,10:00,牝,馬齢,３歳
5,,9,,,,,サトノクラシカル,,牡,3,25,2,10,東京,T,2400,良,7,2,未勝利,35.8,中団,6,12,28,中山,T,2000,良,4,2,新馬,35.5,差し,初,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,,10,,,,,ネイティヴプライド,,牡,3,6,6,21,東京,D,2100,不,8,7,未勝利,38.0,逃げ,2,6,7,東京,D,2100,良,5,5,未勝利,38.5,中団,3,5,17,東京,D,2100,良,3,5,未勝利,37.4,差し,3,4,25,東京,D,2100,稍,8,4,未勝利,39.6,中団,12,1,31,東京,D,1600,良,7,8,未勝利,37.9,中団,3
6,,11,,,,,グラムエッジ,,牡,3,10,5,23,東京,D,2100,重,6,5,未勝利,39.1,先行,9,3,21,中山,D,1800,良,7,5,未勝利,39.9,中団,10,1,11,中山,D,1800,良,12,8,新馬,40.2,後方,初,,,,,,,,,,,,,,,,,,,,,,,,
7,,12,,,,,ジュングロワール,,牡,3,2,7,19,福島,D,1700,良,5,8,未勝利,38.5,後方,初,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,B,13,,,,,ウォーレーションズ,,牡,3,6,6,21,東京,D,2100,不,3,5,未勝利,36.7,差し,2,6,7,東京,D,2100,良,4,12,未勝利,37.5,追込,8,4,12,福島,D,1700,良,14,10,未勝利,39.6,後方,初,,,,,,,,,,,,,,,,,,,,,,,,
8,B,14,,,,,アルティシエル,,牡,3,8,6,7,東京,D,2100,良,16,11,未勝利,42.5,後方,初,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,,15,,,,,テルケンレンタッチ,,牡,3,2,7,18,福島,D,1150,良,10,8,未勝利,37.8,中団,5,6,14,東京,D,1300,稍,8,7,未勝利,36.4,中団,9,4,11,中山,D,1200,重,9,15,未勝利,37.6,中団,3,3,22,中山,D,1200,良,12,11,未勝利,38.0,後方,初,,,,,,,,,,,,
レースID(新),日付S,曜日,場所,開催,R,レース名,クラス名,芝・ダート,距離,コース区分,コーナー回数,馬場状態(暫定),天候(暫定),フルゲート頭数,発走時刻,性別限定,重量種別,年齢限定
2026080204020405,2026.8.2,日,新潟,2新4,5,,未勝利,芝,1800,A,2,良(暫定),曇(暫定),18,11:50,,馬齢,３歳
枠番,B,番,印,M2,M3,M4,馬名S,Ｃ,性別,年齢,間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･1走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･2走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･3走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･4走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･5走前,上り3F,決手,前走間隔
1,,1,,,,,ナイトバード,,牡,3,12,5,9,新潟,T,2000,良,10,4,未勝利,36.2,中団,8,3,14,中山,D,1800,良,8,3,未勝利,42.1,先行,3,2,21,東京,T,2400,良,5,4,未勝利,34.8,中団,5,1,17,中山,T,2000,良,7,9,未勝利,35.3,中団,10,11,8,東京,T,1800,良,4,6,新馬,34.1,差し,初
1,,2,,,,,ラグアイリータ,,牝,3,5,6,27,福島,T,1800,良,6,4,未勝利・牝,35.3,中団,33,11,9,東京,T,1800,良,14,4,未勝利*,37.3,逃げ,3,10,18,東京,T,1800,良,2,3,未勝利*,35.2,逃げ,2,10,4,東京,T,1800,良,4,16,新馬,34.7,先行,初,,,,,,,,,,,,
2,,3,,,,,セーヌデローヴ,,牡,3,3,7,11,福島,T,1800,良,2,6,未勝利,34.6,差し,8,5,17,新潟,T,2000,良,11,6,未勝利・若,38.3,先行,3,4,26,東京,T,1800,良,6,9,未勝利,35.1,先行,3,4,4,中山,D,1800,稍,13,7,未勝利,41.5,先行,9,2,1,東京,D,1400,良,9,10,未勝利,38.8,中団,3
2,,4,,,,,ジーナグレイス,,牝,3,4,7,4,福島,T,2000,良,12,14,未勝利・牝,37.3,中団,10,4,26,東京,T,1800,良,15,15,未勝利,34.7,後方,3,4,4,中山,T,1600,良,9,13,未勝利,35.0,中団,13,1,4,中山,D,1200,稍,14,13,未勝利・牝,40.6,後方,9,11,1,東京,D,1400,不,6,14,新馬,37.3,中団,初
3,,5,,,,,チルチャンプ,,牝,3,9,5,30,東京,T,2000,良,4,6,未勝利,33.6,差し,初,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,,6,,,,,エクストラダーク,,牡,3,10,5,23,東京,T,1600,良,8,12,未勝利,34.4,中団,6,4,12,福島,T,1800,良,8,11,未勝利,35.9,中団,3,3,22,中京,T,1600,良,5,13,未勝利,35.3,中団,14,12,14,中山,T,2000,稍,10,14,未勝利*,38.1,中団,3,11,24,福島,T,1800,良,4,8,新馬,34.6,差し,初
4,,7,,,,,レッドレガリア,,牡,3,15,4,19,中山,T,2000,良,3,1,未勝利,35.1,先行,4,3,21,中山,T,2200,良,2,1,未勝利,36.1,先行,12,12,28,中山,T,2000,良,2,1,新馬,34.8,差し,初,,,,,,,,,,,,,,,,,,,,,,,,
4,B,8,,,,,ルビーサンセット,,牝,3,2,7,19,福島,T,2000,良,14,16,未勝利・牝,38.0,後方,10,5,9,東京,T,1400,良,16,18,未勝利,35.3,後方,12,2,14,東京,D,1400,良,10,9,新馬,38.1,後方,初,,,,,,,,,,,,,,,,,,,,,,,,
5,,9,,,,,イバラヒメ,,牝,3,5,6,27,福島,T,1800,良,9,14,未勝利・牝,35.2,後方,9,4,25,福島,T,2000,良,9,14,未勝利・牝,36.4,中団,7,3,7,中山,T,2000,稍,14,13,未勝利・牝,37.2,中団,13,12,6,中山,T,1600,良,10,14,未勝利*,33.9,後方,5,11,1,東京,T,1600,稍,10,9,新馬,34.2,後方,初
5,,10,,,,,レーザーキック,,牝,3,10,5,23,東京,T,2000,良,11,11,未勝利,34.1,後方,6,4,11,福島,T,1800,良,11,8,未勝利・牝,35.0,後方,17,12,13,中山,T,1800,良,8,13,新馬,35.2,先行,初,,,,,,,,,,,,,,,,,,,,,,,,
6,B,11,,,,,ビップマリク,,セ,3,10,5,23,東京,T,1600,良,16,8,未勝利,35.4,中団,3,5,3,東京,T,1600,良,7,4,未勝利,34.6,先行,2,4,18,中山,T,1600,良,5,7,未勝利,34.5,中団,12,1,24,中山,D,1800,良,13,7,未勝利,44.8,中団,6,12,13,中山,T,1800,良,11,3,新馬,36.1,中団,初
6,,12,,,,,カルダモン,,牝,3,7,6,13,東京,T,2400,稍,16,2,未勝利,36.6,先行,8,4,18,福島,T,2000,良,5,1,未勝利・牝,36.0,先行,13,1,17,中山,T,2000,良,4,3,未勝利,35.4,差し,10,11,8,東京,T,2000,良,5,2,未勝利*,33.7,中団,11,8,23,新潟,T,1600,良,2,1,新馬,32.9,追込,初
7,,13,,,,,ニシノトップダノン,,牡,3,6,6,20,東京,D,1600,不,10,8,未勝利,38.5,中団,2,6,7,東京,T,1600,良,10,8,未勝利,35.1,先行,27,11,29,東京,T,1600,良,4,7,新馬,34.2,先行,初,,,,,,,,,,,,,,,,,,,,,,,,
7,,14,,,,,キタノアヤカ,,牝,3,4,7,4,福島,T,2000,良,13,13,未勝利・牝,36.8,後方,11,4,18,中山,T,1600,良,8,11,未勝利,33.9,後方,2,4,4,中山,T,1600,良,10,10,未勝利,35.2,中団,10,1,25,中山,T,1600,良,6,15,未勝利,35.2,後方,17,9,27,中山,D,1200,良,14,12,未勝利*,37.2,後方,5
7,,15,,,,,テンノルーキー,,牡,3,5,6,27,福島,T,2000,良,12,14,未勝利,36.6,中団,19,2,14,東京,D,1400,良,16,13,未勝利,40.5,中団,11,11,29,東京,D,1400,良,13,10,新馬,39.6,中団,初,,,,,,,,,,,,,,,,,,,,,,,,
8,,16,,,,,プラネタリーアワー,,牝,3,4,7,5,福島,T,1800,良,4,12,未勝利,35.0,差し,8,5,9,東京,T,1400,良,11,8,未勝利,34.2,後方,12,2,14,東京,D,1400,良,13,5,未勝利,38.1,後方,11,11,29,東京,T,1400,良,8,4,未勝利*,34.5,中団,3,11,8,東京,T,1400,良,4,1,新馬,33.8,差し,初
8,,17,,,,,フキョウワオン,,牡,3,12,5,10,東京,T,2000,良,5,3,未勝利,34.2,先行,4,4,12,中山,T,2200,良,4,3,未勝利,35.3,ﾏｸﾘ,2,3,29,中京,T,2000,良,9,4,未勝利,34.7,中団,19,11,16,東京,T,1800,良,5,11,未勝利*,34.5,後方,3,10,26,東京,T,1800,稍,11,14,新馬,33.4,後方,初
8,,18,,,,,アオゾラランチ,,牝,3,2,7,19,福島,T,2000,良,7,10,未勝利・牝,36.4,中団,28,1,4,中山,T,2000,良,10,12,新馬,35.4,中団,初,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
レースID(新),日付S,曜日,場所,開催,R,レース名,クラス名,芝・ダート,距離,コース区分,コーナー回数,馬場状態(暫定),天候(暫定),フルゲート頭数,発走時刻,性別限定,重量種別,年齢限定
2026080204020406,2026.8.2,日,新潟,2新4,6,苗場特別,2勝,ダート,1800,,4,稍(暫定),曇(暫定),15,15:10,,定量,３上
枠番,B,番,印,M2,M3,M4,馬名S,Ｃ,性別,年齢,間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･1走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･2走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･3走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･4走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･5走前,上り3F,決手,前走間隔
1,,1,,,,,ブレトワルダ,,セ,4,11,5,16,新潟,D,1800,良,3,8,中ノ岳特･2勝,37.5,先行,40,8,10,新潟,D,1800,不,1,3,１勝ｸﾗｽ,37.9,先行,4,7,12,福島,D,1700,良,4,2,１勝ｸﾗｽ,38.6,先行,6,5,31,東京,D,1600,不,5,6,１勝ｸﾗｽ*,36.2,後方,6,4,20,中山,D,1800,良,6,9,１勝ｸﾗｽ*,38.6,中団,3
2,B,2,,,,,カレンワッツアップ,,牡,5,11,5,16,新潟,D,1800,良,7,6,中ノ岳特･2勝,37.7,先行,7,3,29,中京,D,1400,良,11,3,鈴鹿特別･2勝,36.7,中団,16,12,7,中京,D,1400,良,1,3,１勝ｸﾗｽ,36.0,追込,15,8,23,新潟,D,1800,良,3,2,１勝ｸﾗｽ,38.9,逃げ,4,7,26,中京,D,1800,良,4,3,１勝ｸﾗｽ,38.0,先行,9
2,,3,,,,,シーニックビュー,,牡,5,7,6,14,東京,D,1600,稍,12,8,２勝ｸﾗｽ,40.2,後方,8,4,18,福島,D,1700,良,6,11,ラジオＨ･2勝,38.3,先行,9,2,15,東京,D,1400,良,6,8,２勝ｸﾗｽ,36.6,逃げ,12,11,23,東京,D,1600,良,6,14,２勝ｸﾗｽ,36.1,逃げ,7,10,3,船橋,D,1600,良,1,2,乗馬ク,----,逃げ,6
3,,4,,,,,マッドゲイル,,牡,3,7,6,14,東京,D,2100,稍,1,2,１勝ｸﾗｽ,38.4,先行,5,5,10,東京,D,2100,良,3,7,１勝ｸﾗｽ*,38.1,先行,8,3,14,中京,D,1800,良,6,6,１勝ｸﾗｽ*,38.0,中団,12,12,21,中京,D,1800,稍,1,1,未勝利*,38.7,先行,8,10,26,新潟,D,1800,稍,2,3,未勝利*,38.6,先行,連
3,,5,,,,,ナイトスラッガー,,牡,5,10,5,24,京都,T,1800,良,5,3,聖護院特･2勝,33.5,中団,3,5,2,新潟,T,1800,稍,5,1,胎内川特･2勝,34.5,後方,7,3,14,中京,T,2000,良,3,2,茶臼山高･2勝,34.8,追込,6,2,1,東京,T,2000,良,5,3,２勝ｸﾗｽ,34.4,先行,4,1,5,京都,T,1800,良,2,3,逢坂山特･2勝,35.2,差し,17
4,,6,,,,,ヘリオトロープ,,牡,4,8,6,7,東京,D,1600,良,7,2,小金井特･2勝,36.4,中団,5,5,2,東京,D,1600,稍,2,1,２勝ｸﾗｽ,35.8,差し,11,2,14,東京,D,1600,良,3,1,２勝ｸﾗｽ,36.5,差し,17,10,18,東京,D,1600,良,1,1,１勝ｸﾗｽ,37.5,先行,6,9,7,中山,D,1800,良,2,1,１勝ｸﾗｽ,38.9,先行,10
4,,7,,,,,ルーラーリッチ,,セ,6,9,5,30,東京,D,2100,良,8,15,２勝ｸﾗｽ,39.0,後方,7,4,12,中山,D,2400,良,7,10,印西特Ｈ･2勝,38.3,中団,6,2,28,中山,D,1800,稍,5,15,２勝ｸﾗｽ,38.2,中団,7,1,12,中山,D,2400,良,8,14,成田特別･2勝,39.9,中団,9,11,8,東京,D,2100,良,11,12,神奈川新･2勝,38.0,後方,4
5,,8,,,,,セザンワールド,,セ,6,14,4,26,福島,D,1700,良,9,6,尾瀬特別･2勝,37.7,後方,3,4,4,中山,D,1800,重,4,9,千葉日報･2勝,37.7,先行,4,3,8,中山,D,1800,稍,6,9,２勝ｸﾗｽ,39.5,中団,6,1,24,中山,D,1800,良,4,7,初霞賞･2勝,39.2,追込,3,1,5,中山,D,1800,稍,4,10,初茜賞･2勝,38.8,差し,3
5,,9,,,,,フクチャントウメイ,,セ,5,8,6,7,東京,D,1400,良,9,12,八王子特･2勝,36.8,後方,15,2,22,東京,D,1400,良,10,15,大島特別･2勝,36.5,後方,12,11,30,東京,D,1400,良,16,15,アプロー･2勝,37.9,後方,8,10,4,東京,D,1400,良,14,9,２勝ｸﾗｽ,37.6,中団,20,5,17,東京,D,1400,不,12,4,立川特別･2勝,38.2,中団,13
6,,10,,,,,フィールオーサム,,牝,4,10,5,23,東京,D,1600,稍,5,3,２勝ｸﾗｽ・牝,35.8,先行,2,5,10,新潟,D,1800,良,2,2,五泉特Ｈ･2勝,38.8,逃げ,7,3,22,中山,D,1800,良,6,5,２勝ｸﾗｽ・牝,40.3,逃げ,8,1,24,中山,D,1800,良,5,3,初霞賞･2勝,40.1,逃げ,2,1,12,中山,D,1800,良,1,1,１勝ｸﾗｽ・牝,38.0,逃げ,4
6,,11,,,,,ニシノケンタマン,,牡,4,10,5,24,新潟,D,1800,稍,1,4,１勝ｸﾗｽ,37.3,先行,7,4,4,中山,D,1800,重,5,2,１勝ｸﾗｽ,37.2,中団,3,3,15,中山,D,1800,良,2,4,１勝ｸﾗｽ,38.2,差し,3,2,21,東京,D,1600,良,13,14,１勝ｸﾗｽ,35.9,中団,28,8,10,新潟,D,1800,不,3,7,１勝ｸﾗｽ,37.4,差し,11
7,,12,,,,,ユイノマチブセ,,牡,6,4,7,4,福島,D,1700,稍,2,3,横手特別･2勝,37.0,逃げ,8,5,10,新潟,D,1800,良,12,10,五泉特Ｈ･2勝,39.7,中団,32,9,28,中山,D,1800,良,12,8,２勝ｸﾗｽ,40.6,逃げ,4,8,31,新潟,D,1800,良,4,5,両津湾特･2勝,37.3,先行,4,8,2,新潟,D,1800,良,10,7,苗場特別･2勝,40.5,逃げ,39
7,,13,,,,,エリカヴェネチア,,牝,5,6,6,21,阪神,D,1800,重,11,11,２勝ｸﾗｽ,38.7,後方,6,5,9,京都,D,1800,良,11,9,２勝ｸﾗｽ,37.4,後方,17,1,11,京都,D,1900,良,9,7,五条坂特･2勝,39.3,後方,3,12,21,阪神,D,1800,重,7,9,２勝ｸﾗｽ,36.9,後方,8,10,25,京都,D,1800,良,1,8,１勝ｸﾗｽ,37.7,追込,3
8,B,14,,,,,スプレーフォール,,牡,5,13,5,2,東京,D,1600,稍,12,14,２勝ｸﾗｽ,37.9,中団,4,4,4,中山,D,1800,重,15,12,千葉日報･2勝,39.4,後方,3,3,15,中山,D,2400,良,9,11,阿見特別･2勝,40.1,後方,3,2,22,東京,D,2100,良,14,16,２勝ｸﾗｽ,39.1,中団,27,8,16,新潟,D,1800,良,13,13,瀬波温泉･2勝,42.1,中団,5
8,,15,,,,,ロードソルスティス,,牡,4,17,4,4,中山,D,1800,重,1,5,１勝ｸﾗｽ,37.0,先行,3,3,15,中山,D,1800,良,3,8,１勝ｸﾗｽ,38.7,差し,2,2,28,中山,D,1800,重,5,8,１勝ｸﾗｽ,40.3,中団,21,10,4,東京,D,1600,良,13,7,１勝ｸﾗｽ,37.6,後方,14,6,28,福島,D,1700,良,9,7,１勝ｸﾗｽ,39.0,後方,17
レースID(新),日付S,曜日,場所,開催,R,レース名,クラス名,芝・ダート,距離,コース区分,コーナー回数,馬場状態(暫定),天候(暫定),フルゲート頭数,発走時刻,性別限定,重量種別,年齢限定
2026080204020407,2026.8.2,日,新潟,2新4,7,アイビスサマーダッシュ,Ｇ３,芝,1000,A,0,良(暫定),曇(暫定),18,15:45,,別定,３上
枠番,B,番,印,M2,M3,M4,馬名S,Ｃ,性別,年齢,間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･1走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･2走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･3走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･4走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･5走前,上り3F,決手,前走間隔
1,B,1,,,,,ウイングレイテスト,,牡,9,7,6,13,函館,T,1200,稍,6,11,函館スプG3,34.2,先行,15,2,28,中山,T,1200,良,7,10,オーシャG3,34.6,先行,6,1,17,中山,T,1200,良,1,7,カーバンＨ,33.5,先行,4,12,20,阪神,T,1200,良,5,7,タンザナＨ,34.0,先行,5,11,16,東京,T,1400,良,12,6,オーロＨ(L),34.7,先行,10
1,,2,,,,,デュガ,,セ,7,10,5,24,新潟,T,1000,稍,10,2,韋駄天ＳＨ,32.9,中団,6,4,12,中山,T,1200,良,4,7,春雷ＳＨ(L),33.5,差し,13,1,11,京都,T,1200,良,12,2,淀短距離(L),34.7,先行,3,12,20,阪神,T,1200,良,1,5,タンザナＨ,33.9,逃げ,17,8,24,新潟,T,1400,良,2,10,朱鷺Ｓ(L),36.2,逃げ,3
2,,3,,,,,ミカッテヨンデイイ,,牝,6,8,6,6,阪神,T,2000,良,10,10,垂水Ｓ･3勝,33.9,後方,4,5,9,東京,T,1600,良,10,10,分倍河原･3勝,33.5,後方,8,3,14,中山,T,1600,良,12,13,幕張ＳＨ･3勝,34.0,後方,7,1,24,中山,T,2000,良,11,6,初富士Ｈ･3勝,34.6,中団,10,11,16,東京,T,1800,良,7,9,ユートピ･3勝,33.8,中団,3
2,,4,,,,,カウスリップ,,牝,4,12,5,9,新潟,T,1000,良,3,2,駿風Ｓ･3勝,33.9,先行,2,4,25,福島,D,1150,良,5,9,福島中央･3勝,36.6,中団,17,12,28,中山,D,1200,良,10,6,フェアウ･3勝,38.4,先行,13,9,28,中山,D,1200,良,9,2,外房ＳＨ･3勝,37.4,先行,6,8,17,札幌,D,1000,稍,1,2,大通公園･2勝,35.5,先行,6
3,,5,,,,,ベルギューン,,牝,4,3,7,11,小倉,D,1000,良,1,3,釜山Ｓ･3勝,36.0,先行,4,6,14,阪神,D,1200,重,6,7,リボンＨ･3勝,36.7,先行,12,3,21,中京,D,1400,良,7,8,豊明ＳＨ･3勝,37.1,先行,13,12,21,中山,D,1800,重,12,7,北総Ｓ･3勝,38.9,逃げ,4,11,24,福島,D,1700,良,14,2,奥羽Ｓ･3勝,38.3,中団,13
3,,6,,,,,ピューロマジック,,牝,5,7,6,13,函館,T,1200,稍,1,6,函館スプG3,34.0,逃げ,11,3,29,中京,T,1200,良,13,17,高松宮記G1,34.5,先行,4,2,28,中山,T,1200,良,16,9,オーシャG3,36.3,逃げ,17,11,1,ｱﾒﾘｶ,T,1000,良,10,--,ＢＴＳG1,----,不明,5,9,28,中山,T,1200,良,8,5,スプリンG1,33.4,先行,8
4,B,7,,,,,バグラダス,,牡,6,7,6,14,東京,T,1400,良,13,11,パラダＨ(L),37.0,先行,3,5,24,新潟,T,1000,稍,7,9,韋駄天ＳＨ,31.9,後方,7,4,4,阪神,D,1400,稍,15,5,ポラリスＨ,39.1,先行,11,1,18,中山,D,1200,良,6,4,ジャニュ,36.0,後方,12,10,26,新潟,T,1000,稍,9,9,ルミエＨ(L),32.7,後方,6
4,B,8,,,,,シュラフ,,牝,4,10,5,24,新潟,T,1000,稍,5,5,韋駄天ＳＨ,32.5,中団,2,5,9,新潟,T,1000,良,1,6,駿風Ｓ･3勝,33.3,差し,4,4,11,福島,T,1200,良,14,13,花見山特･2勝,34.5,後方,22,11,8,福島,T,1200,良,8,16,飯坂温泉･2勝,35.0,中団,3,10,18,新潟,T,1000,良,1,2,１勝ｸﾗｽ,32.9,差し,8
5,B,9,,,,,カウンターセブン,,牡,4,3,7,11,福島,T,1200,良,3,2,安達太良,34.3,先行,9,5,9,新潟,T,1000,良,10,4,駿風Ｓ･3勝,34.7,先行,連,5,3,新潟,T,1000,良,1,1,邁進特Ｈ･2勝,32.4,先行,2,4,18,中山,T,1200,良,5,2,袖ケ浦特･2勝,34.0,先行,7,3,1,小倉,T,1200,良,4,2,西日本新･2勝,36.2,逃げ,4
5,,10,,,,,エコロレジーナ,,牝,6,10,5,24,新潟,T,1000,稍,1,3,韋駄天ＳＨ,32.8,逃げ,6,4,12,中山,T,1200,良,13,11,春雷ＳＨ(L),33.4,後方,10,2,1,京都,T,1200,良,17,14,シルクロＨG3,33.6,中団,2,1,17,中山,T,1200,良,10,8,カーバンＨ,32.6,後方,6,12,7,中山,T,1200,良,4,7,ラピスラ(L),33.6,差し,6
6,,11,,,,,ロードトレイル,,牡,5,2,7,18,小倉,T,1200,良,5,8,テレＱ杯･3勝,35.5,先行,3,6,28,小倉,T,1200,良,6,4,紫川ＳＨ･3勝,35.8,先行,7,5,9,新潟,T,1000,良,2,8,駿風Ｓ･3勝,33.8,先行,6,3,29,中山,T,1200,良,6,14,船橋Ｓ･3勝,34.3,先行,6,2,14,小倉,T,1200,良,15,15,下関Ｓ･3勝,36.0,中団,2
6,B,12,,,,,クムシラコ,,牡,8,3,7,11,福島,T,1200,良,2,9,安達太良,33.5,先行,7,5,24,新潟,T,1000,稍,9,14,韋駄天ＳＨ,32.6,後方,4,4,26,福島,T,1200,良,14,15,モルガナＨ,34.0,中団,14,1,17,中山,T,1200,良,11,16,カーバンＨ,33.5,後方,12,10,26,新潟,T,1000,稍,8,14,ルミエＨ(L),32.5,後方,12
7,B,13,,,,,テイエムスパーダ,,牝,7,10,5,24,新潟,T,1000,稍,11,4,韋駄天ＳＨ,33.5,先行,10,3,15,阪神,T,1200,良,6,3,米子城ＳＨ,34.4,逃げ,15,11,30,京都,T,1200,良,17,13,京阪杯G3,34.9,後方,4,11,3,船橋,D,1000,稍,14,7,JBCスプG1,----,後方,8,9,7,阪神,T,1200,良,4,5,セントウG2,34.5,先行,5
7,,14,,,,,ブーケファロス,,牡,6,40,10,26,新潟,T,1000,稍,16,11,ルミエＨ(L),33.8,中団,3,10,4,京都,T,1200,重,14,11,オパーＨ(L),33.9,後方,9,8,3,新潟,T,1000,良,9,6,アイビスG3,31.5,後方,3,7,12,福島,T,1200,良,2,8,安達太良,34.7,先行,7,5,25,新潟,T,1000,稍,7,4,韋駄天ＳＨ,33.3,後方,4
8,,15,,,,,アタリダイキチ,,牡,4,3,7,11,福島,T,1200,良,5,3,会津ＳＨ･3勝,34.0,後方,10,5,3,京都,T,1200,良,1,12,御池特別･2勝,33.7,先行,3,4,11,福島,T,1200,良,7,8,花見山特･2勝,34.4,中団,10,2,1,小倉,T,1200,良,13,8,周防灘特･2勝,35.1,先行,12,11,9,東京,T,1400,良,13,9,２勝ｸﾗｽ,34.0,中団,6
8,,16,,,,,アメリカンステージ,,牡,4,5,6,27,函館,T,1200,稍,3,2,青函ＳＨ,34.1,先行,5,5,24,新潟,T,1000,稍,2,1,韋駄天ＳＨ,32.8,先行,8,3,28,ｱﾗ首,D,1200,良,12,--,ＤＧＳG1,----,不明,6,2,14,ｻｳｼﾞ,D,1200,良,4,--,ダスプG2,----,不明,4,1,18,中山,D,1200,良,11,1,ジャニュ,38.2,先行,11
8,B,17,,,,,ビッグシーザー,,牡,6,18,3,29,中京,T,1200,良,11,10,高松宮記G1,33.7,中団,4,2,28,中山,T,1200,良,9,8,オーシャG3,34.0,後方,4,2,1,京都,T,1200,良,12,7,シルクロＨG3,32.9,後方,44,3,30,中京,T,1200,良,9,7,高松宮記G1,35.1,逃げ,18,11,24,京都,T,1200,良,1,1,京阪杯G3,33.7,先行,7
レースID(新),日付S,曜日,場所,開催,R,レース名,クラス名,芝・ダート,距離,コース区分,コーナー回数,馬場状態(暫定),天候(暫定),フルゲート頭数,発走時刻,性別限定,重量種別,年齢限定
2026080204020408,2026.8.2,日,新潟,2新4,8,五頭連峰特別,1勝,芝,1800,A,2,良(暫定),曇(暫定),18,16:20,牝,定量,３上
枠番,B,番,印,M2,M3,M4,馬名S,Ｃ,性別,年齢,間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･1走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･2走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･3走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･4走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･5走前,上り3F,決手,前走間隔
1,,1,,,,,キアラメンテ,,牝,4,11,5,16,新潟,T,1800,良,3,2,石打特別･1勝,34.7,差し,10,3,7,中山,T,1600,稍,6,5,１勝ｸﾗｽ,36.1,中団,12,12,14,中山,T,1800,稍,7,3,１勝ｸﾗｽ,35.5,中団,14,9,7,中山,T,1600,良,1,1,未勝利,34.6,先行,7,7,20,福島,T,1800,良,3,1,未勝利・牝,35.5,先行,12
2,,2,,,,,ガーヴィ,,牝,3,10,5,23,東京,T,1800,良,2,7,カーネー･1勝,33.1,追込,8,3,29,中山,T,2000,良,4,7,ミモザ賞･1勝,34.5,追込,11,1,10,中山,D,1800,良,1,6,新馬・牝,39.3,追込,初,,,,,,,,,,,,,,,,,,,,,,,,
3,,3,,,,,シアブリス,,牝,5,10,5,24,新潟,T,1800,稍,2,10,二王子特･1勝,34.2,先行,6,4,11,福島,T,1800,良,5,14,浄土平特･1勝,35.5,後方,13,1,11,中山,T,1600,良,14,10,１勝ｸﾗｽ,38.1,中団,23,8,2,札幌,T,1800,良,6,6,１勝ｸﾗｽ,36.2,先行,10,5,24,東京,T,1600,良,4,3,１勝ｸﾗｽ,33.5,差し,13
3,,4,,,,,ファストフォワード,,牝,3,12,5,10,新潟,T,1800,良,1,1,未勝利・牝,33.7,差し,4,4,11,福島,T,1800,良,4,4,未勝利・牝,36.2,先行,4,3,14,中京,D,1800,良,5,3,未勝利・牝,40.0,先行,6,1,31,小倉,T,2000,良,6,5,未勝利・牝,36.3,先行,11,11,16,東京,T,1800,良,7,9,未勝利*,35.1,中団,3
