レースID(新),日付S,曜日,場所,開催,R,レース名,クラス名,芝・ダート,距離,コース区分,コーナー回数,馬場状態(暫定),天候(暫定),フルゲート頭数,発走時刻,性別限定,重量種別,年齢限定
2026082901020301,2026.8.29,土,札幌,2札3,1,,未勝利,ダート,1700,,4,稍(暫定),曇(暫定),14,10:00,,馬齢,３歳
3,,6,,,,,サヴマ,,牡,3,2,8,16,新潟,T,2400,良,3,5,未勝利,35.6,追込,2,8,2,新潟,T,2200,良,3,10,未勝利,35.5,先行,2,7,18,福島,T,2000,良,12,6,未勝利,38.2,先行,27,1,10,中山,T,2000,良,4,6,新馬,35.3,ﾏｸﾘ,初,,,,,,,,,,,,
4,,7,,,,,ヤマメホープ,,牡,3,4,8,2,新潟,T,2200,良,2,2,未勝利,35.4,先行,4,7,5,福島,T,1800,良,2,1,未勝利,35.6,先行,4,6,6,東京,T,2000,良,5,4,未勝利,34.1,中団,2,5,23,東京,T,2000,良,2,6,未勝利,33.6,差し,4,4,26,福島,T,1800,良,6,1,未勝利,34.7,後方,4
4,B,8,,,,,ピグマリオン,,牡,3,16,5,10,新潟,D,1800,良,13,14,未勝利,42.6,後方,6,3,28,中山,D,1800,重,8,12,未勝利,40.2,中団,2,3,14,中山,D,1200,良,14,9,未勝利,39.0,後方,7,1,24,中山,D,1200,良,7,5,新馬,37.9,後方,初,,,,,,,,,,,,
5,,9,,,,,ゾネブルーム,,牡,3,2,8,16,新潟,T,2400,良,2,1,未勝利,36.1,先行,9,6,13,東京,T,2400,稍,5,3,未勝利,35.0,先行,3,5,23,新潟,T,2400,稍,3,3,未勝利,35.3,差し,17,1,24,中山,T,2200,良,3,10,未勝利,35.6,差し,13,10,25,東京,D,1600,稍,8,7,新馬,36.8,後方,初
5,,10,,,,,アルティマローネ,,牝,3,2,8,16,新潟,T,2400,良,7,2,未勝利,36.3,中団,6,7,4,福島,T,2000,良,2,8,未勝利・牝,35.5,差し,11,4,18,福島,T,2000,良,8,6,未勝利・牝,35.3,後方,12,1,25,中山,T,2000,良,5,7,新馬,34.5,中団,初,,,,,,,,,,,,
6,,11,,,,,キコリータ,,牝,3,2,8,15,新潟,T,2000,良,4,6,未勝利,35.2,追込,2,8,2,新潟,T,2200,良,6,3,未勝利,35.2,中団,7,6,13,東京,T,2400,稍,7,8,未勝利,34.6,中団,3,5,24,新潟,T,2000,稍,5,7,未勝利,36.0,中団,3,5,3,新潟,T,2000,稍,4,3,未勝利・牝,35.4,追込,11
6,B,12,,,,,アージェンタイド,,牡,3,連,8,22,新潟,T,1600,良,17,14,未勝利,35.2,中団,26,2,21,東京,D,1600,良,15,14,未勝利,41.8,中団,11,12,6,中山,T,1600,良,15,10,未勝利*,35.1,後方,7,10,19,東京,D,1400,良,10,8,未勝利*,39.1,中団,5,9,15,中山,T,1600,良,11,13,新馬,35.1,後方,初
7,B,13,,,,,ゴールドエンバー,,牡,3,2,8,16,新潟,T,2400,良,6,6,未勝利,35.5,後方,9,6,13,東京,T,2400,稍,8,6,未勝利,34.9,中団,2,5,30,東京,T,2400,良,2,11,未勝利,34.4,差し,4,5,2,新潟,T,2200,稍,8,13,未勝利,36.2,後方,11,2,15,東京,D,2100,良,9,11,未勝利,39.9,中団,2
7,B,14,,,,,アティラン,,牝,3,2,8,15,中京,D,1800,良,8,13,未勝利・牝,40.7,先行,8,6,20,阪神,D,1800,稍,7,16,未勝利・牝,40.5,中団,12,3,28,中京,D,1800,稍,10,9,未勝利・牝,41.9,中団,10,1,17,京都,D,1900,良,7,12,未勝利,39.7,中団,連,1,11,京都,D,1800,良,14,16,新馬・牝,40.8,後方,初
7,,15,,,,,アンヴデット,,牝,3,8,7,4,福島,T,2000,良,4,6,未勝利・牝,35.3,追込,12,4,11,中山,T,2000,良,9,4,未勝利・牝,36.3,中団,13,1,12,中山,T,2000,良,5,10,未勝利,35.9,中団,12,10,19,東京,T,1800,良,9,7,新馬,33.9,後方,初,,,,,,,,,,,,
8,,16,,,,,ルミナスレイナ,,牝,3,10,6,20,東京,T,1800,稍,12,14,未勝利,35.7,中団,7,5,3,東京,T,1800,良,8,13,未勝利,34.4,後方,3,4,11,中山,T,1600,良,12,14,未勝利,35.1,後方,8,2,15,東京,D,1600,良,14,11,新馬,39.3,後方,初,,,,,,,,,,,,
8,,17,,,,,ホウライブラック,,牝,3,7,7,11,福島,D,1700,良,14,9,未勝利・牝,39.2,後方,初,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,,18,,,,,オレンジフィールド,,牝,3,3,8,9,中京,T,2000,良,8,6,未勝利,33.7,後方,2,7,25,中京,T,1600,良,11,7,未勝利,35.3,中団,5,6,21,阪神,T,1600,稍,3,7,未勝利・牝,34.8,追込,3,5,31,京都,T,1600,良,5,10,未勝利,34.1,中団,2,5,16,新潟,T,1600,良,4,12,未勝利,33.9,追込,18
レースID(新),日付S,曜日,場所,開催,R,レース名,クラス名,芝・ダート,距離,コース区分,コーナー回数,馬場状態(暫定),天候(暫定),フルゲート頭数,発走時刻,性別限定,重量種別,年齢限定
2026082904030306,2026.8.29,土,新潟,3新3,6,新発田城特別,1勝,ダート,1800,,4,良(暫定),曇(暫定),15,14:35,,定量,３上
枠番,B,番,印,M2,M3,M4,馬名S,Ｃ,性別,年齢,間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･1走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･2走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･3走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･4走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･5走前,上り3F,決手,前走間隔
1,B,1,,,,,ボールドタワー,,牡,3,15,5,16,新潟,D,1800,良,1,2,未勝利,38.0,先行,2,5,3,新潟,D,1800,稍,4,4,未勝利,39.8,先行,2,4,18,福島,D,1700,良,3,2,未勝利,37.4,先行,7,3,1,小倉,D,1700,稍,5,4,未勝利,39.0,中団,連,2,21,小倉,D,1700,良,3,1,未勝利,39.4,先行,連
2,,2,,,,,コスモシェルベット,,牡,4,8,7,4,福島,D,1700,稍,6,6,１勝ｸﾗｽ,38.1,中団,2,6,20,東京,D,1600,不,3,11,１勝ｸﾗｽ,36.1,先行,4,5,24,新潟,D,1800,稍,6,7,１勝ｸﾗｽ,37.9,中団,3,5,3,新潟,D,1800,稍,3,3,１勝ｸﾗｽ・若,39.6,ﾏｸﾘ,2,4,18,福島,D,1700,良,7,5,１勝ｸﾗｽ,38.5,中団,3
2,,3,,,,,ルーナディサングエ,,牡,3,2,8,15,新潟,D,1800,良,2,2,三国特別･1勝,38.1,先行,15,5,2,新潟,D,1800,重,4,6,わらび賞･1勝,40.5,先行,2,4,19,中山,D,1800,良,2,6,１勝ｸﾗｽ*,38.2,先行,4,3,22,中京,D,1800,良,1,9,未勝利,37.9,先行,19,11,8,福島,D,1700,良,4,12,未勝利*,39.2,差し,4
3,,4,,,,,ヨドノタイヨウ,,牡,4,2,8,15,新潟,D,1800,良,3,7,三国特別･1勝,39.1,先行,5,7,9,園田,D,1400,良,1,1,Ｂ１　,----,逃げ,4,6,17,園田,D,1400,良,2,2,Ｂ１　,----,先行,2,5,28,園田,D,1400,稍,2,2,Ｂ１　,----,先行,6,4,22,園田,D,1400,良,1,1,Ｂ２　,----,先行,2
3,,5,,,,,トレベルオール,,牡,5,8,7,4,福島,T,2000,良,3,3,伊達特別･1勝,36.0,逃げ,25,1,12,中山,T,2000,良,3,8,１勝ｸﾗｽ,34.6,先行,9,11,8,福島,T,2000,良,6,7,三春駒特･1勝,35.6,中団,9,9,6,中山,T,1800,良,5,8,古作特別･1勝,33.7,先行,11,6,21,東京,T,1800,良,7,13,１勝ｸﾗｽ,35.4,先行,15
4,B,6,,,,,ルシャルムール,,セ,4,8,7,4,福島,D,1700,稍,4,1,１勝ｸﾗｽ,37.2,差し,10,4,25,福島,D,1700,良,5,1,１勝ｸﾗｽ,37.6,中団,2,4,11,中山,D,1800,稍,2,1,１勝ｸﾗｽ,37.7,差し,20,11,22,福島,D,1700,良,3,2,１勝ｸﾗｽ,39.2,先行,10,9,14,中山,D,1800,稍,2,4,１勝ｸﾗｽ,36.6,先行,10
4,B,7,,,,,アバレリュウ,,牡,4,14,5,24,新潟,D,1800,稍,8,3,１勝ｸﾗｽ,38.3,先行,連,5,17,新潟,D,1800,良,2,4,１勝ｸﾗｽ,39.1,先行,21,12,20,中京,D,1900,稍,10,6,１勝ｸﾗｽ,38.9,中団,2,12,7,中山,D,1800,良,16,9,１勝ｸﾗｽ,38.9,後方,16,8,17,新潟,D,1800,良,1,1,未勝利,39.1,先行,2
5,,8,,,,,アビヤント,,牡,3,21,4,4,中山,D,1800,稍,1,4,未勝利,37.8,先行,9,1,31,東京,T,1800,良,10,11,新馬,34.2,逃げ,初,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,B,9,,,,,ゴットランド,,牡,4,8,7,7,川崎,D,1600,重,7,5,ジュラ,----,先行,14,3,28,中京,D,1900,稍,6,9,ロイヤル･1勝,39.7,逃げ,11,1,11,中山,D,1800,良,8,7,１勝ｸﾗｽ,40.0,中団,3,12,21,中京,D,1800,稍,11,10,１勝ｸﾗｽ,39.2,中団,7,11,2,東京,D,1600,重,6,8,１勝ｸﾗｽ,37.3,先行,9
6,,10,,,,,リアライズオーラム,,セ,4,12,6,6,東京,T,2400,良,11,10,稲城特別･1勝,34.9,逃げ,12,3,14,中京,T,1600,良,15,6,１勝ｸﾗｽ,34.2,後方,22,10,11,京都,D,1400,良,12,7,１勝ｸﾗｽ,38.4,後方,2,9,28,阪神,D,1400,良,5,3,１勝ｸﾗｽ,38.1,中団,5,8,24,札幌,T,2000,良,9,4,ルスツ特･1勝,37.4,中団,2
6,,11,,,,,ヴェーヌドール,,牡,4,15,5,16,東京,D,1600,良,11,10,１勝ｸﾗｽ,37.2,中団,3,4,26,東京,D,1600,稍,5,8,１勝ｸﾗｽ,37.0,中団,4,3,29,中山,D,1800,稍,11,8,１勝ｸﾗｽ,40.5,中団,7,2,10,京都,D,1800,良,6,7,１勝ｸﾗｽ,39.4,後方,18,10,4,京都,D,1800,重,7,6,１勝ｸﾗｽ,37.8,先行,3
7,,12,,,,,サウジバラード,,牡,3,19,4,18,中山,D,1800,良,1,5,未勝利,37.7,先行,3,3,29,中山,D,1800,稍,4,3,未勝利,40.3,差し,4,2,28,中山,D,1800,重,止,2,未勝利,----,,12,12,7,中山,D,1800,良,5,11,新馬,38.7,後方,初,,,,,,,,,,,,
7,B,13,,,,,マルカベント,,牡,4,10,6,24,笠松,D,1400,良,2,1,Ｂ２組,----,ﾏｸﾘ,2,6,10,笠松,D,1580,良,3,2,水無月,----,ﾏｸﾘ,3,5,14,笠松,D,1400,良,1,2,Ｂ５組,----,先行,3,4,28,笠松,D,1800,良,4,1,春満月,----,ﾏｸﾘ,連,4,16,笠松,D,1400,稍,1,1,Ｂ７組,----,先行,11
8,,14,,,,,ジンガー,,牡,4,21,4,6,川崎,D,1500,重,1,2,錨草賞,----,逃げ,5,3,2,川崎,D,1500,稍,4,1,カラス,----,先行,3,2,5,川崎,D,1500,良,1,1,芍薬賞,----,逃げ,5,1,3,川崎,D,1500,稍,4,2,弁才天,----,先行,2,12,19,川崎,D,1400,稍,1,1,ティン,----,先行,5
8,,15,,,,,サトノラポール,,セ,4,4,8,2,新潟,D,1800,良,4,11,１勝ｸﾗｽ,38.9,差し,8,6,7,東京,T,1600,良,11,12,１勝ｸﾗｽ,34.5,中団,2,5,24,新潟,T,1800,稍,8,3,二王子特･1勝,34.6,中団,2,5,9,新潟,T,1800,良,3,2,粟島特別･1勝,35.3,差し,4,4,11,福島,T,1800,良,7,9,浄土平特･1勝,36.2,中団,10
レースID(新),日付S,曜日,場所,開催,R,レース名,クラス名,芝・ダート,距離,コース区分,コーナー回数,馬場状態(暫定),天候(暫定),フルゲート頭数,発走時刻,性別限定,重量種別,年齢限定
2026082904030307,2026.8.29,土,新潟,3新3,7,赤倉特別,2勝,芝,2000,A,2,良(暫定),曇(暫定),18,15:10,,ﾊﾝﾃﾞ,３上
枠番,B,番,印,M2,M3,M4,馬名S,Ｃ,性別,年齢,間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･1走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･2走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･3走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･4走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･5走前,上り3F,決手,前走間隔
1,,1,,,,,ハギノコラソン,,牝,4,5,7,26,中京,D,1800,良,7,3,遠州灘特･2勝,40.4,中団,6,6,14,阪神,D,1800,良,3,3,逆瀬川特･2勝,36.9,差し,3,5,23,新潟,D,1800,稍,1,1,１勝ｸﾗｽ・牝,38.2,先行,6,4,11,阪神,D,1800,重,2,1,１勝ｸﾗｽ・牝,37.2,先行,2,3,29,中京,D,1800,良,3,1,１勝ｸﾗｽ・牝,37.1,差し,7
1,,2,,,,,ボウウィンドウ,,牝,4,9,6,28,福島,T,2000,良,11,1,松島特別･2勝,35.8,先行,10,4,19,中山,T,2000,良,2,1,野島崎特･2勝,34.2,先行,11,2,1,東京,T,2000,良,3,1,２勝ｸﾗｽ,34.0,差し,9,11,30,東京,T,2000,良,2,1,オリエＨ･2勝,34.0,先行,7,10,11,東京,T,2000,良,1,2,１勝ｸﾗｽ,33.7,先行,11
2,,3,,,,,バンフィエルド,,牡,7,2,8,15,新潟,T,2200,良,12,14,阿賀野川･2勝,37.6,後方,8,6,20,東京,T,2400,稍,8,9,町田特Ｈ･2勝,35.9,後方,3,5,31,東京,T,2400,良,13,14,青嵐賞･2勝,34.2,後方,2,5,17,新潟,T,2000,良,9,15,信濃川特･2勝,34.5,先行,7,3,28,中京,T,2200,良,9,10,ターフオ･2勝,34.0,先行,2
2,,4,,,,,ツルマウカタチ,,牡,5,4,8,1,新潟,T,1800,良,5,9,月岡温泉･2勝,33.5,後方,9,5,30,東京,T,1600,良,6,6,葉山特別･2勝,33.0,中団,4,5,2,新潟,T,1800,稍,13,5,胎内川特･2勝,35.0,後方,7,3,15,中山,T,1600,良,4,4,２勝ｸﾗｽ,33.7,追込,4,2,15,東京,T,1600,良,4,7,２勝ｸﾗｽ,33.2,追込,11
3,,5,,,,,ロールザダイス,,セ,4,18,4,26,京都,T,2200,良,11,3,比良山Ｈ･2勝,36.1,中団,3,4,5,中山,T,2500,稍,3,7,安房特別･2勝,38.4,逃げ,12,1,11,京都,T,2000,良,1,4,１勝ｸﾗｽ,34.8,逃げ,8,11,15,京都,T,1600,良,9,6,１勝ｸﾗｽ,33.2,後方,8,9,20,阪神,T,1600,良,12,1,１勝ｸﾗｽ,35.0,先行,3
3,,6,,,,,オリバナム,,牝,4,3,8,8,中京,T,1600,良,7,3,納屋橋特･2勝,34.1,先行,12,5,17,東京,T,1600,良,2,4,テレ玉杯･2勝,33.2,先行,3,4,25,京都,T,1600,良,8,3,２勝ｸﾗｽ,35.4,先行,14,1,17,京都,T,1600,良,7,1,２勝ｸﾗｽ,34.8,先行,11,11,1,京都,T,1600,良,1,6,１勝ｸﾗｽ,33.7,先行,7
4,,7,,,,,ジャンビ,,牝,5,3,8,8,新潟,T,1800,良,5,8,三面川特･2勝,33.0,中団,12,5,17,新潟,T,2000,良,15,9,信濃川特･2勝,33.9,後方,4,4,19,中山,T,2000,良,11,11,野島崎特･2勝,34.1,後方,5,3,14,中山,T,2000,良,6,9,房総特別･2勝,34.7,後方,15,11,30,東京,T,2000,良,8,6,オリエＨ･2勝,36.4,先行,6
4,,8,,,,,ホウオウタイタン,,牝,4,2,8,16,中京,T,2000,良,2,2,長久手特･2勝,32.8,追込,3,7,26,中京,T,2000,良,4,4,木曽川Ｈ･2勝,33.3,追込,8,5,31,京都,T,2000,良,2,3,２勝ｸﾗｽ・牝,34.8,ﾏｸﾘ,6,4,19,福島,T,2000,良,1,1,１勝ｸﾗｽ,34.7,先行,3,3,28,中京,T,2000,良,2,2,１勝ｸﾗｽ,33.2,追込,連
5,,9,,,,,バガン,,牡,8,3,8,8,中京,T,1600,良,8,10,納屋橋特･2勝,33.9,中団,11,5,24,東京,T,1800,良,6,6,国分寺Ｈ･2勝,34.7,先行,3,5,2,新潟,T,1800,稍,9,10,胎内川特･2勝,35.4,先行,3,4,12,阪神,T,1600,良,3,8,２勝ｸﾗｽ,33.7,差し,8,2,15,京都,T,1800,良,5,7,春日特別･2勝,34.6,先行,2
5,B,10,,,,,ペッレグリーニ,,セ,5,8,7,5,福島,T,1800,良,3,5,白河特別･2勝,35.2,先行,6,5,24,東京,D,1600,稍,14,8,三峰山特･2勝,36.8,後方,9,3,21,中山,T,1800,良,6,10,館山特Ｈ･2勝,34.0,中団,7,2,1,東京,T,2000,良,6,7,２勝ｸﾗｽ,34.1,後方,27,7,27,新潟,T,1600,良,9,9,豊栄特Ｈ･2勝,33.1,中団,8
6,,11,,,,,ティムール,,牡,6,13,5,31,東京,T,2400,良,11,6,青嵐賞･2勝,33.6,後方,4,5,2,東京,T,2400,良,5,6,２勝ｸﾗｽ,34.2,後方,8,3,7,阪神,T,2000,良,3,2,千里山Ｈ･2勝,34.8,差し,3,2,15,東京,T,2400,良,1,3,１勝ｸﾗｽ,34.1,差し,8,12,21,阪神,T,2200,重,13,4,１勝ｸﾗｽ,37.7,中団,3
6,,12,,,,,マイネルアズーロ,,牡,4,14,5,23,新潟,T,2000,稍,1,1,尖閣湾特･1勝,34.0,追込,4,4,26,福島,T,2000,良,3,1,飯盛山特･1勝,35.2,ﾏｸﾘ,4,3,29,中京,T,2200,良,4,1,１勝ｸﾗｽ,34.6,差し,2,3,14,中京,T,2200,良,2,6,鶴舞特別･1勝,35.4,追込,31,8,10,新潟,T,1800,稍,1,1,未勝利,34.0,差し,3
7,B,13,,,,,エリーナストーム,,牝,4,8,7,4,福島,D,1700,稍,10,2,横手特別･2勝,39.2,後方,11,4,19,中山,T,2000,良,8,3,野島崎特･2勝,35.4,逃げ,5,3,15,中京,T,2000,良,1,1,１勝ｸﾗｽ,34.1,差し,3,2,22,東京,T,1800,良,4,4,１勝ｸﾗｽ,34.9,逃げ,3,1,31,東京,T,1800,良,3,3,１勝ｸﾗｽ,34.0,先行,20
7,,14,,,,,カフェアローロ,,牝,5,3,8,8,新潟,T,1800,良,7,9,三面川特･2勝,33.2,後方,26,2,10,東京,T,1800,良,6,9,２勝ｸﾗｽ・牝,33.8,後方,3,1,18,中山,D,1800,良,14,11,２勝ｸﾗｽ・牝,41.5,中団,3,12,28,中山,D,1800,良,6,8,ハッピー･2勝,39.8,ﾏｸﾘ,3,12,7,中京,D,1800,良,5,12,犬山特別･2勝,38.2,後方,10
8,,15,,,,,スピンザブラッド,,牡,5,4,8,1,新潟,T,1800,良,4,10,月岡温泉･2勝,33.9,差し,9,5,31,東京,T,2400,良,14,10,青嵐賞･2勝,36.4,後方,3,5,9,新潟,T,1800,良,1,4,粟島特別･1勝,35.2,先行,3,4,19,福島,T,1800,良,4,6,１勝ｸﾗｽ,34.4,追込,11,2,1,小倉,T,1800,良,6,3,１勝ｸﾗｽ・若,34.2,後方,12
8,,16,,,,,ピエナフェーヴル,,牡,4,6,7,19,福島,T,1800,良,1,8,１勝ｸﾗｽ,34.4,追込,14,4,15,園田,D,1400,稍,1,2,Ｃ１一,----,先行,3,3,19,園田,D,1400,重,2,1,ミモザ,----,先行,4,2,19,姫路,D,1400,良,3,1,カルミ,----,先行,4,1,22,姫路,D,1400,良,1,1,Ｃ１二,----,先行,4
8,B,17,,,,,マイネルアレス,,牡,4,12,6,7,東京,T,2000,良,3,6,香港ジョ･2勝,35.0,先行,2,5,24,新潟,T,1800,稍,1,1,二王子特･1勝,34.2,先行,3,5,3,新潟,T,1800,良,2,4,１勝ｸﾗｽ,34.3,先行,5,3,28,中京,T,2000,良,6,6,１勝ｸﾗｽ,34.5,先行,2,3,15,中京,T,2000,良,3,5,１勝ｸﾗｽ,34.7,先行,3
レースID(新),日付S,曜日,場所,開催,R,レース名,クラス名,芝・ダート,距離,コース区分,コーナー回数,馬場状態(暫定),天候(暫定),フルゲート頭数,発走時刻,性別限定,重量種別,年齢限定
2026082904030308,2026.8.29,土,新潟,3新3,8,ＢＳＮ賞,OP(L),ダート,1800,,4,良(暫定),曇(暫定),15,15:45,,別定,３上
枠番,B,番,印,M2,M3,M4,馬名S,Ｃ,性別,年齢,間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･1走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･2走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･3走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･4走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･5走前,上り3F,決手,前走間隔
1,,1,,,,,ピカピカサンダー,,牡,4,10,6,20,東京,D,2100,不,12,4,スレイプ,36.8,中団,7,5,3,東京,D,2100,稍,4,7,ブリリＨ(L),36.9,先行,2,4,18,阪神,D,1800,良,16,11,アンタレG3,38.7,中団,10,2,7,京都,D,1900,良,13,5,アルデバ,39.6,先行,16,10,18,東京,D,2100,良,1,1,伊勢佐木･3勝,36.4,先行,9
2,,2,,,,,アムールドパリ,,牝,5,10,6,20,東京,D,2100,不,13,5,スレイプ,37.2,中団,7,5,3,東京,D,2100,稍,2,14,ブリリＨ(L),36.7,先行,19,12,21,阪神,D,1800,重,10,12,ベテルギ(L),37.4,中団,9,10,19,東京,D,2100,良,9,5,ブラジＨ(L),39.3,先行,7,8,30,中京,D,1800,良,7,8,名古屋城Ｈ,38.4,中団,17
3,,3,,,,,タガノバビロン,,牡,4,10,6,20,東京,D,2100,不,4,1,スレイプ,35.8,先行,9,4,18,阪神,D,1800,良,4,6,アンタレG3,35.7,差し,4,3,22,阪神,D,1800,良,2,2,レグルス,36.1,差し,13,12,21,阪神,D,1800,重,4,1,ベテルギ(L),36.3,差し,10,10,11,京都,D,1900,良,1,1,御陵ＳＨ･3勝,36.8,差し,9
4,,4,,,,,フタイテンロック,,牡,7,10,6,20,東京,D,2100,不,7,15,スレイプ,35.5,中団,6,5,10,京都,D,1800,良,15,15,平城京Ｓ,38.9,後方,17,1,11,中山,D,1800,良,16,14,ポルック,39.2,後方,12,10,19,東京,D,2100,良,4,11,ブラジＨ(L),37.1,差し,4,9,20,中山,D,1800,重,9,11,バーレー,38.6,中団,7
5,B,5,,,,,ショウナンライシン,,牡,6,8,7,5,福島,D,1700,良,7,10,ジュライＨ,37.4,中団,5,5,30,東京,D,1600,良,11,14,アハルテ,36.7,後方,9,3,29,中山,D,1800,稍,10,15,マーチＳＨG3,37.6,後方,3,3,8,中山,D,1800,稍,9,13,総武Ｓ,38.2,後方,12,12,14,中山,D,1800,稍,5,10,師走ＳＨ(L),38.3,中団,4
6,B,6,,,,,カズタンジャー,,牡,5,9,7,1,大井,D,2000,稍,7,9,帝王賞G1,----,中団,8,5,4,名古,D,2100,重,5,2,名古屋G2,----,中団,8,3,11,船橋,D,2400,良,3,2,ダイオG2,----,差し,3,2,12,佐賀,D,2000,稍,4,1,佐賀記G3,----,先行,8,12,24,名古,D,2000,不,2,1,名古屋G3,----,先行,12
6,B,7,,,,,メイショウズイウン,,牡,4,7,7,12,小倉,D,1700,良,6,8,阿蘇Ｓ,38.6,ﾏｸﾘ,4,6,13,阪神,D,1800,良,9,11,三宮ＳＨ,37.4,中団,6,5,3,東京,D,2100,稍,11,6,ブリリＨ(L),37.8,先行,2,4,18,阪神,D,1800,良,13,12,アンタレG3,37.0,後方,4,3,22,阪神,D,1800,良,6,9,レグルス,36.6,中団,13
7,,8,,,,,ピースオブザライフ,,牝,6,8,7,5,福島,D,1700,良,13,14,ジュライＨ,38.1,後方,3,6,13,阪神,D,1800,良,15,16,三宮ＳＨ,37.9,中団,12,3,22,阪神,D,1800,良,14,16,レグルス,37.4,後方,7,2,1,小倉,D,1700,良,7,13,門司Ｓ,37.3,中団,11,11,16,福島,D,1700,良,5,15,福島民友(L),37.5,中団,5
7,B,9,,,,,ハセドン,,牡,7,10,6,20,阪神,D,1400,重,10,11,天保山Ｓ,35.9,後方,11,4,4,阪神,D,1400,稍,11,15,ポラリスＨ,36.2,後方,41,6,21,阪神,D,1400,良,9,15,天保山Ｓ,37.3,後方,79,12,17,中京,D,1400,良,6,7,コールド,36.8,後方,10,10,9,東京,D,1600,不,8,4,グリーン(L),35.8,後方,15
8,,10,,,,,ハビレ,,牡,5,4,8,2,中京,D,1800,良,4,7,名鉄杯(L),37.3,差し,4,7,5,福島,D,1700,良,5,7,ジュライＨ,37.3,中団,5,5,30,東京,D,1600,良,10,7,アハルテ,36.8,後方,20,1,11,中山,D,1800,良,5,3,ポルック,38.1,先行,13,10,12,京都,D,1800,良,4,4,太秦Ｓ,35.8,追込,3
8,,11,,,,,ベルイストワール,,牝,5,5,7,26,新潟,D,1800,不,4,13,麒麟山特･2勝,36.1,追込,8,5,30,東京,D,2100,良,5,14,２勝ｸﾗｽ,38.3,後方,4,5,3,新潟,D,1800,稍,9,7,咲花特別･2勝,38.1,先行,6,3,22,中京,D,1900,良,8,15,弥富特別･2勝,37.5,後方,9,1,18,中山,D,1800,良,11,15,２勝ｸﾗｽ・牝,40.3,後方,3
レースID(新),日付S,曜日,場所,開催,R,レース名,クラス名,芝・ダート,距離,コース区分,コーナー回数,馬場状態(暫定),天候(暫定),フルゲート頭数,発走時刻,性別限定,重量種別,年齢限定
2026082904030309,2026.8.29,土,新潟,3新3,9,,1勝,芝,2200,A,4,良(暫定),曇(暫定),18,16:25,,定量,３上
枠番,B,番,印,M2,M3,M4,馬名S,Ｃ,性別,年齢,間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･1走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･2走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･3走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･4走前,上り3F,決手,前走間隔,月,日,場所,TD,距離,馬場状態,着順,人気,ﾚｰｽ名･5走前,上り3F,決手,前走間隔
1,,1,,,,,ダンシングアウェイ,,牡,3,12,6,9,金沢,D,2000,重,8,3,石川優,----,中団,4,5,10,金沢,D,1700,良,8,2,北日本,----,後方,2,4,29,金沢,D,1400,良,1,1,サラ系,----,ﾏｸﾘ,連,4,17,金沢,D,1400,良,1,1,ブルー,----,先行,6,3,7,中山,D,1800,重,10,2,未勝利,41.2,中団,3
2,B,2,,,,,プレイザリード,,牡,3,17,5,2,新潟,T,2200,稍,1,1,未勝利,35.7,逃げ,6,3,22,中山,T,2000,良,3,2,未勝利,35.9,先行,4,2,21,東京,T,2400,良,3,3,未勝利,35.0,先行,7,1,5,中山,T,2000,良,6,2,未勝利,36.4,中団,8,11,8,東京,T,2000,良,2,3,未勝利*,33.2,先行,8
