日付,馬名,スコア,レースID
2026.3.2,アドフランマム,47.2,2026032209011003
2026.4.1,アドフランマム,61.7,2026041903010404
2026.5.3,アドフランマム,31.0,2026053108031202
2026.1.1,アドマイヤウルトラ,24.8,2026011206010506
2026.4.4,アドマイヤウルトラ,21.0,2026040406030302
2026.5.3,アドマイヤウルトラ,23.3,2026053105021203
2026.3.8,アドマイヤクワッズ,38.2,2026030806020411
2026.4.1,アドマイヤクワッズ,9.7,2026041906030811
2026.5.1,アドマイヤクワッズ,3.8,2026051005020611
2026.2.7,アドマイヤシュラ,39.5,2026020708020310
2026.4.1,アドマイヤシュラ,54.0,2026041209020609
2026.1.4,アドマイヤジェイ,27.0,2026010408010112
2026.4.2,アドマイヤズーム,9.5,2026042608030211
2026.3.2,アドマイヤテラ,6.8,2026032209011011
2026.4.2,アドマイヤデイトナ,4.1,2026042605020210
2026.2.7,アドマイヤパープル,26.6,2026020705010305
2026.4.2,アドマイヤパープル,12.9,2026042505020105
2026.5.2,アドマイヤパープル,17.3,2026052305020904
2026.2.1,アドマイヤフク,34.3,2026020105010212
2026.1.2,アドミ,33.3,2026012406010801
2026.4.1,アドミ,74.0,2026041806030701
2026.4.4,アドミ,56.3,2026040406030301
2026.5.2,アドミ,62.3,2026052405021003
2026.1.1,アドミラルシップ,5.6,2026011206010512
2026.3.2,アドミラルシップ,12.4,2026032107010308
2026.4.1,アドミラルシップ,32.5,2026041903010406
2026.4.2,アドミラルシップ,36.0,2026042603010609
2026.5.1,アドミラルシップ,17.3,2026051705020808
2026.1.3,アナザーエース,34.3,2026013110010305
2026.3.1,アナザーエース,47.2,2026030110011204
2026.1.2,アナザーフェイス,11.7,2026012506010905
2026.4.2,アナザーフェイス,1.6,2026042605020205
2026.5.1,アナザーフェイス,45.9,2026051604010505
2026.1.1,アナレンマ,6.8,2026011806010707
2026.3.2,アナレンマ,4.8,2026032807010510
2026.1.1,アニゴザントス,13.8,2026011706010605
2026.3.7,アニゴザントス,1.0,2026030706020305
2026.4.1,アニゴザントス,21.9,2026041106030506
2026.5.1,アニゴザントス,28.9,2026051605020704
2026.1.2,アニトラ,10.4,2026012508010910
2026.3.2,アニトラ,6.8,2026032109010910
2026.1.1,アニマレイ,20.1,2026011108010403
2026.1.2,アニマレイ,21.0,2026012510010206
2026.1.4,アニマレイ,38.2,2026010408010103
2026.2.7,アニマレイ,47.1,2026020708020303
2026.3.8,アニマレイ,47.2,2026030809010604
2026.4.2,アニマレイ,33.6,2026042605020203
2026.4.4,アニマレイ,54.0,2026040409020302
2026.1.1,アニージョ,5.2,2026011806010704
2026.4.1,アニージョ,5.7,2026041909020804
2026.5.1,アニージョ,33.7,2026051704010601
2026.1.3,アネモス,10.4,2026013110010309
2026.2.1,アネモス,18.8,2026021410010710
2026.1.1,アバットゥータ,27.0,2026011206010504
2026.2.7,アバットゥータ,47.2,2026020710010505
2026.5.1,アバレリュウ,11.9,2026051704010608
2026.5.2,アバレリュウ,21.9,2026052404010812
2026.5.3,アバンデル,32.5,2026053105021208
2026.1.1,アパイシュナール,4.2,2026011006010308
2026.1.1,アパタイトテソーロ,13.8,2026011106010404
2026.3.2,アパタイトテソーロ,24.8,2026032906030206
2026.3.7,アパタイトテソーロ,8.4,2026030706020307
2026.3.2,アパッシメント,3.1,2026032206020809
2026.2.1,アパレイユ,30.0,2026021508020603
2026.3.7,アパレイユ,47.0,2026030709010502
2026.5.3,アパレイユ,32.5,2026053108031206
2026.1.3,アビエーション,5.6,2026013105010106
2026.1.3,アビヤント,17.4,2026013105010105
2026.4.4,アビヤント,15.0,2026040406030306
2026.3.1,アビラーシャ,47.2,2026031407010103
2026.5.1,アビラーシャ,17.4,2026051708030806
2026.2.7,アビル,47.0,2026020708020302
2026.3.7,アビル,51.2,2026030709010503
2026.4.1,アビル,47.8,2026041809020703
2026.1.1,アフェシス,8.0,2026011808010712
2026.3.2,アフェシス,5.6,2026032207010406
2026.4.1,アフェシス,15.0,2026041109020507
2026.2.1,アフトクラーティラ,35.3,2026021510010803
2026.1.1,アフリカンブラック,2.2,2026011208010504
2026.1.2,アフリカンブラック,1.0,2026012508010901
2026.2.2,アフリカンブラック,5.3,2026022209010203
2026.2.7,アフリカンブラック,3.5,2026020708020301
2026.2.1,アブキールベイ,17.4,2026020108020211
2026.3.2,アブキールベイ,9.9,2026032207010411
2026.5.1,アブキールベイ,26.8,2026051608030711
2026.1.2,アベベ,3.1,2026012510010210
2026.3.1,アベベ,3.1,2026030106020212
2026.4.4,アベベ,1.5,2026040406030310
2026.2.2,アポロハクジャ,1.0,2026022810011103
2026.2.1,アポロプラネット,10.8,2026021510010804
2026.1.2,アマイ,9.1,2026012406010811
2026.3.2,アマイ,30.0,2026032206020810
2026.4.5,アマイ,11.8,2026040506030411
2026.4.1,アマイクチヅケ,6.6,2026041106030506
2026.5.1,アマイクチヅケ,42.4,2026051004010405
2026.2.2,アマキヒ,33.3,2026022809010309
2026.4.1,アマキヒ,48.5,2026041109020510
2026.5.3,アマキヒ,33.7,2026053105021212
2026.6.6,アマノガワギンガ,0.7,2026060609030103
2026.2.2,アマビエ,3.1,2026022105010706
2026.2.2,アマビエ,3.5,2026022806020102
2026.3.8,アマンテビアンコ,26.7,2026030806020410
2026.5.3,アマンテビアンコ,3.8,2026053005021111
2026.1.3,アマンヘセル,30.0,2026013105010105
2026.3.8,アミナス,20.1,2026030806020402
2026.4.1,アミナス,11.9,2026041106030502
2026.5.1,アミナス,17.3,2026051605020702
2026.6.6,アミノショコラ,33.7,2026060605030105
2026.1.1,アミラル,47.2,2026011808010702
2026.1.4,アミラル,5.6,2026010408010102
2026.4.2,アミラル,4.7,2026042508030107
2026.5.2,アミラル,21.0,2026052305020906
2026.1.1,アムールリーベ,27.0,2026011008010310
2026.3.1,アムールリーベ,17.4,2026031409010709
2026.3.2,アムールリーベ,6.6,2026032807010512
2026.5.1,アムールリーベ,15.0,2026051708030812
2026.5.3,アムールリーベ,24.8,2026053008031108
2026.2.2,アメアメフレフレ,4.1,2026022809010305
2026.1.2,アメジストテソーロ,3.1,2026012506010912
2026.3.2,アメジストテソーロ,4.2,2026032106020701
2026.3.1,アメジストブリエ,4.7,2026030110011202
2026.3.1,アメジストブリエ,17.4,2026031507010205
2026.5.2,アメジストブリエ,15.0,2026052408031004
2026.1.4,アメジストブルー,1.0,2026010408010101
2026.4.1,アメジストブルー,5.7,2026041203010201
2026.1.5,アメジストロード,3.1,2026010508010205
2026.5.1,アメジストロード,6.3,2026051608030705
2026.5.3,アメジストロード,21.4,2026053008031105
2026.1.1,アメティスタ,21.0,2026011706010609
2026.3.2,アメティスタ,9.9,2026032106020711
2026.5.2,アメティスタ,17.3,2026052405021011
2026.1.1,アメテュストス,3.1,2026011806010711
2026.3.8,アメテュストス,13.8,2026030806020411
2026.5.9,アメテュストス,23.3,2026050905020506
2026.3.8,アメリカンイズム,27.0,2026030809010603
2026.5.3,アメリカンイズム,80.0,2026053008031102
2026.2.2,アメリカンエール,1.0,2026022810011110
2026.3.1,アメリカンエール,5.2,2026031506020609
2026.3.2,アメリカンコール,9.1,2026032209011006
2026.3.2,アメリカンサクラ,8.3,2026032209011002
2026.3.7,アメリカンサクラ,1.6,2026030709010505
2026.4.4,アメリカンサクラ,11.8,2026040409020302
2026.1.3,アメリカンジゴロ,17.4,2026013108020105
2026.4.1,アメリカンジゴロ,56.3,2026041206030605
2026.1.1,アメリカンスタイル,5.2,2026011208010504
2026.2.1,アメリカンスタイル,29.5,2026021508020604
2026.3.2,アメリカンスタイル,61.7,2026032806030110
2026.1.1,アメリカンステージ,20.1,2026011806010710
2026.5.2,アメリカンステージ,26.8,2026052404010811
2026.3.2,アメリカンダンス,11.8,2026032907010602
2026.4.1,アメリカンダンス,8.3,2026041809020703
2026.2.1,アメリカンチケット,17.4,2026021008020412
2026.4.1,アメリカンチケット,11.9,2026041203010210
2026.1.1,アメリカンチーフ,19.3,2026011708010607
2026.1.3,アメリカンチーフ,8.0,2026013110010303
2026.4.1,アメリカンチーフ,28.9,2026041903010408
2026.2.1,アメリカンパウダー,10.4,2026021508020602
2026.4.1,アメリカンパウダー,24.8,2026041809020702
2026.2.1,アメリカンビヨンド,18.7,2026021408020507
2026.4.1,アメリカンビヨンド,6.6,2026041109020508
2026.5.2,アメリカンビーチ,21.0,2026052408031012
2026.2.7,アメリカンマーチ,20.1,2026020708020309
2026.2.7,アメリカンランナー,5.6,2026020708020312
2026.5.2,アメリカンランナー,20.0,2026052304010712
2026.1.2,アメリカンロマン,1.6,2026012508010902
2026.1.5,アメージング,2.2,2026010506010209
2026.3.1,アメージング,8.5,2026030106020209
2026.1.5,アライブテーラー,3.1,2026010508010201
2026.5.1,アライブテーラー,1.4,2026051708030802
2026.6.6,アライブテーラー,0.5,2026060609030106
2026.1.3,アラクラン,34.3,2026013105010103
2026.4.1,アラクラン,37.1,2026041903010404
2026.2.2,アラスカフレイバー,34.3,2026022105010707
2026.3.1,アラスカフレイバー,5.6,2026031407010107
2026.6.7,アラスカフレイバー,26.8,2026060705030208
2026.3.1,アラタ,3.1,2026031507010211
2026.5.2,アラタマフェーヴル,11.8,2026052408031009
2026.2.2,アラナコア,34.3,2026022109010112
2026.2.2,アラナコア,17.4,2026022810011110
2026.3.1,アラナコア,39.5,2026031509010808
2026.4.5,アラナコア,50.2,2026040509020407
2026.1.1,アラバンサ,6.8,2026011808010708
2026.3.2,アラバンサ,5.2,2026032107010312
2026.3.2,アラバンサ,6.6,2026032909020209
2026.2.2,アラビアンジョイ,7.8,2026022109010105
2026.2.7,アラビアンジョイ,9.9,2026020708020305
2026.5.1,アラビアンジョイ,37.1,2026051608030703
2026.5.3,アラビアンジョイ,32.5,2026053008031103
2026.1.1,アラビアンドリーム,20.3,2026011806010703
2026.1.4,アラビアンドリーム,42.3,2026010406010104
2026.3.8,アラビアンドリーム,39.5,2026030806020403
2026.4.2,アラベラ,16.1,2026042608030210
2026.5.2,アラベラ,5.7,2026052308030910
2026.3.2,アラムシャピラス,47.2,2026032107010305
2026.4.1,アラムシャピラス,100.0,2026041103010105
2026.3.2,アラムベイ,30.6,2026032206020805
2026.5.3,アラムベイ,48.5,2026053005021103
2026.1.1,アラレタバシル,35.3,2026011706010610
2026.3.1,アラレタバシル,16.9,2026030109010410
2026.3.2,アラレタバシル,23.3,2026032907010610
2026.4.2,アラレタバシル,21.0,2026042508030110
2026.3.1,アランカール,11.7,2026030109010411
2026.4.1,アランカール,21.9,2026041209020611
2026.5.2,アランカール,11.8,2026052405021011
2026.3.1,アリアス,13.8,2026031507010204
2026.4.2,アリアス,40.0,2026042505020105
2026.4.4,アリアス,25.7,2026040406030305
2026.2.7,アリアファブラ,17.4,2026020705010305
2026.3.7,アリアファブラ,17.4,2026030706020306
2026.5.1,アリアファブラ,5.7,2026051005020603
2026.3.7,アリアベルデ,12.5,2026030709010505
2026.4.2,アリアベルデ,3.5,2026042503010506
2026.5.9,アリアベルデ,0.7,2026050908030504
2026.3.7,アリアーネ,5.7,2026030706020301
2026.4.1,アリエスキング,11.8,2026041209020608
2026.5.3,アリエスキング,37.1,2026053108031209
2026.1.1,アリステア,17.4,2026011806010706
2026.1.3,アリステア,8.0,2026013105010102
2026.1.1,アリストクラシア,23.6,2026011208010506
2026.2.1,アリストクラシア,33.7,2026021008020407
2026.4.1,アリストクラシア,65.7,2026041109020507
2026.1.1,アリストクラット,5.6,2026011206010502
2026.1.2,アリストクラット,5.6,2026012510010201
2026.2.7,アリストクラット,20.1,2026020710010501
2026.4.1,アリストクラット,15.0,2026041203010203
2026.4.1,アリストクラット,8.3,2026041906030804
2026.6.6,アリストクラット,9.7,2026060605030102
2026.2.7,アリスメティーク,25.6,2026020710010507
2026.4.2,アリスメティーク,47.0,2026042603010609
2026.4.4,アリスメティーク,40.2,2026040406030307
2026.3.8,アリディプラチノ,10.4,2026030809010602
2026.5.2,アリディプラチノ,8.3,2026052408031001
2026.1.3,アリハム,9.9,2026013105010104
2026.2.2,アリハム,20.3,2026022809010303
2026.5.3,アリハム,33.7,2026053008031101
2026.1.1,アリュウ,3.1,2026011108010402
2026.4.1,アリュウ,20.0,2026041109020504
2026.6.7,アリュウ,23.3,2026060709030206
2026.5.3,アリュールテーラー,2.6,2026053008031106
2026.3.2,アルウラメファ,14.5,2026032809020101
2026.5.2,アルウラメファ,1.5,2026052308030901
2026.2.2,アルカディアカフェ,27.3,2026022205010809
2026.2.1,アルカナエ,1.0,2026021405010502
2026.2.2,アルカナエ,3.1,2026022209010208
2026.2.1,アルカマル,26.6,2026021505010605
2026.1.1,アルカンサス,34.3,2026011706010604
2026.2.1,アルカンサス,39.5,2026021510010804
2026.1.1,アルクノワール,6.1,2026011806010701
2026.3.1,アルケミラモリス,16.1,2026030110011206
2026.4.2,アルケミラモリス,12.5,2026042505020104
2026.2.2,アルゲンテウス,24.8,2026022105010708
2026.3.2,アルゲンテウス,9.7,2026032806030108
2026.4.2,アルゲンテウス,21.0,2026042505020109
2026.5.2,アルゲンテウス,32.5,2026052405021009
2026.1.3,アルゴナヴィス,5.2,2026013105010109
2026.3.2,アルゴナヴィス,11.8,2026032907010610
2026.5.3,アルゴナヴィス,5.7,2026053105021209
2026.1.2,アルサック,32.3,2026012410010103
2026.2.1,アルサック,27.0,2026021008020401
2026.2.2,アルサック,27.0,2026022109010101
2026.3.1,アルサック,29.5,2026030110011203
2026.1.5,アルシミスト,3.1,2026010506010212
2026.1.3,アルシャンティ,8.0,2026013110010308
2026.4.2,アルシャンティ,3.5,2026042503010512
2026.5.2,アルジェンタム,9.7,2026052308030902
2026.1.1,アルジェンタージョ,5.6,2026011706010608
2026.3.1,アルジェンタージョ,5.2,2026030106020212
2026.3.1,アルジェンタージョ,9.9,2026031406020512
2026.4.1,アルジェンタージョ,25.7,2026041106030512
2026.5.9,アルジェンタージョ,40.2,2026050905020512
2026.2.1,アルジェンテーラ,47.2,2026020108020205
2026.5.1,アルスマグナ,24.8,2026051008030610
2026.5.1,アルセナール,14.5,2026051004010411
2026.1.4,アルタティール,9.9,2026010406010106
2026.2.2,アルタティール,1.0,2026022806020105
2026.4.1,アルタティール,8.3,2026041103010106
2026.1.1,アルダ,10.8,2026011708010603
2026.1.5,アルダ,3.1,2026010508010202
2026.4.1,アルダ,1.4,2026041109020504
2026.1.1,アルティオーラ,6.8,2026011106010402
2026.6.7,アルティシエル,11.9,2026060705030202
2026.4.1,アルティソナンテ,17.3,2026041903010402
2026.1.2,アルティマローネ,13.8,2026012506010905
2026.4.1,アルティマローネ,42.4,2026041803010302
2026.3.1,アルティーノ,3.5,2026030109010406
2026.3.2,アルティーノ,11.6,2026032106020704
2026.2.1,アルテヴェローチェ,9.9,2026020108020211
2026.2.2,アルテヴェローチェ,1.0,2026022109010111
2026.5.1,アルテヴェローチェ,26.8,2026051004010411
2026.5.3,アルテヴェローチェ,11.2,2026053108031210
2026.1.3,アルディスティーノ,4.2,2026013110010312
2026.2.2,アルディスティーノ,34.3,2026022810011108
2026.2.7,アルディスティーノ,20.1,2026020710010507
2026.4.1,アルディメント,7.9,2026041909020801
2026.1.1,アルデキングダム,38.2,2026011006010302
2026.2.2,アルデキングダム,47.2,2026022109010103
2026.4.1,アルデキングダム,61.7,2026041206030602
2026.4.2,アルデキングダム,29.5,2026042605020206
2026.1.1,アルデツヨシ,4.2,2026011806010706
2026.1.5,アルデツヨシ,5.3,2026010506010204
2026.4.1,アルデツヨシ,1.5,2026041806030708
2026.3.1,アルデトップガン,34.2,2026031507010210
2026.4.1,アルデトップガン,15.0,2026041106030511
2026.5.9,アルデトップガン,50.2,2026050905020510
2026.5.1,アルデナイン,3.8,2026051004010401
2026.1.1,アルデバローズ,1.0,2026011806010702
