日付,場所,R,クラス,距離,レースID,馬番,馬名,騎手,スコア,印,期待値スコア,EV補正スコア,単勝オッズ,フィルタ除外,警告,HAHO_戦略対象,HAHO_馬連_買い目,HAHO_馬連_購入額,HAHO_三連複_買い目,HAHO_三連複_購入額,HALO_戦略対象,HALO_三連複_買い目,HALO_三連複_購入額,LALO_戦略対象,LALO_複勝_買い目,LALO_複勝_購入額,CQC_戦略対象,CQC_単勝_買い目,CQC_単勝_購入額,着順,単勝払戻,複勝払戻,馬連払戻,三連複払戻,三連単払戻,TRIPLE_戦略対象,TRIPLE_三連複_買い目,TRIPLE_三連複_購入額,TRIPLE_複勝_買い目,TRIPLE_複勝_購入額
2026.4.4,阪神,10,ｵｰﾌﾟﾝ,ダート1400m,2026040409020310,6,バトルクライ,北村友一,14.5,△,5.526,0.721,30.4,,,,,,,,,,,,,,,,,9,,,,,,,,,,
2026.4.4,阪神,10,ｵｰﾌﾟﾝ,ダート1400m,2026040409020310,7,ビダーヤ,坂井瑠星,48.5,◎,2.183,0.777,3.6,阪神全面除外(ROI<60%),,,,0,,0,,,0,,,0,,,0,2,,110.0,,,,,,0,,0
2026.4.4,阪神,10,ｵｰﾌﾟﾝ,ダート1400m,2026040409020310,8,ヤマニンウルス,武豊,14.5,×,0.545,0.844,3.0,,,,,,,,,,,,,,,,,12,,,,,,,,,,
2026.4.4,阪神,10,ｵｰﾌﾟﾝ,ダート1400m,2026040409020310,9,クロジシジョー,菱田裕二,2.4,,0.927,0.833,30.6,,,,,,,,,,,,,,,,,7,,,,,,,,,,
2026.4.4,阪神,10,ｵｰﾌﾟﾝ,ダート1400m,2026040409020310,10,バトゥーキ,秋山稔樹,11.9,,4.058,0.721,27.2,,,,,,,,,,,,,,,,,4,,,,,,,,,,
2026.4.4,阪神,10,ｵｰﾌﾟﾝ,ダート1400m,2026040409020310,11,サクセスローレル,亀田温心,1.5,,3.543,0.721,187.6,,,,,,,,,,,,,,,,,8,,,,,,,,,,
2026.4.4,阪神,10,ｵｰﾌﾟﾝ,ダート1400m,2026040409020310,12,ベルジュロネット,鮫島克駿,24.8,▲,2.234,0.777,7.2,,,,,,,,,,,,,,,,,3,,170.0,,,,,,,,
2026.4.4,阪神,10,ｵｰﾌﾟﾝ,ダート1400m,2026040409020310,13,アドバンスファラオ,高倉稜,5.7,,1.216,0.838,17.0,,,,,,,,,,,,,,,,,10,,,,,,,,,,
2026.4.4,阪神,10,ｵｰﾌﾟﾝ,ダート1400m,2026040409020310,14,セントメモリーズ,富田暁,3.7,,2.193,0.777,47.9,,,,,,,,,,,,,,,,,14,,,,,,,,,,
2026.4.4,阪神,10,ｵｰﾌﾟﾝ,ダート1400m,2026040409020310,15,ナイトアクアリウム,長岡禎仁,8.3,,2.61,0.761,25.2,,,,,,,,,,,,,,,,,6,,,,,,,,,,
2026.4.4,阪神,10,ｵｰﾌﾟﾝ,ダート1400m,2026040409020310,16,バグラダス,岩田望来,11.9,,2.551,0.764,17.1,,,,,,,,,,,,,,,,,15,,,,,,,,,,
2026.4.4,阪神,11,Ｇ３,芝1600m,2026040409020311,1,ストームサンダー,斎藤新,5.7,,4.286,0.721,59.9,,,,,,,,,,,,,,,,,7,,,,,,,,,,
2026.4.4,阪神,11,Ｇ３,芝1600m,2026040409020311,2,メイショウソラリス,角田大和,8.3,,6.682,0.721,64.5,,,,,,,,,,,,,,,,,10,,,,,,,,,,
2026.4.4,阪神,11,Ｇ３,芝1600m,2026040409020311,3,リゾートアイランド,武豊,9.7,,1.107,0.843,9.1,,,,,,,,,,,,,,,,,9,,,,,,,,,,
2026.4.4,阪神,11,Ｇ３,芝1600m,2026040409020311,4,エイシンティザー,西塚洸二,32.5,◎,6.835,0.721,16.8,阪神全面除外(ROI<60%),,,,0,,0,,,0,,,0,,,0,11,,,,,,,,0,,0
2026.4.4,阪神,11,Ｇ３,芝1600m,2026040409020311,5,シーミハットク,高杉吏麒,13.3,×,2.782,0.753,16.7,,,,,,,,,,,,,,,,,4,,,,,,,,,,
2026.4.4,阪神,11,Ｇ３,芝1600m,2026040409020311,6,サンダーストラック,ルメール,11.8,,0.487,0.869,3.3,,,,,,,,,,,,,,,,,12,,,,,,,,,,
2026.4.4,阪神,11,Ｇ３,芝1600m,2026040409020311,7,サトノセプター,岩田望来,14.5,△,2.872,0.749,15.8,,,,,,,,,,,,,,,,,13,,,,,,,,,,
2026.4.4,阪神,11,Ｇ３,芝1600m,2026040409020311,8,アンドゥーリル,川田将雅,9.7,,0.402,0.906,3.3,,,,,,,,,,,,,,,,,8,,,,,,,,,,
2026.4.4,阪神,11,Ｇ３,芝1600m,2026040409020311,9,クールデイトナ,吉村誠之,7.9,,6.559,0.721,66.2,,,,,,,,,,,,,,,,,6,,,,,,,,,,
2026.4.4,阪神,11,Ｇ３,芝1600m,2026040409020311,10,バルセシート,北村友一,23.3,▲,2.238,0.777,7.7,,,,,,,,,,,,,,,,,3,,260.0,,,,,,,,
2026.4.4,阪神,11,Ｇ３,芝1600m,2026040409020311,11,ユウファラオ,松若風馬,2.6,,4.037,0.721,126.6,,,,,,,,,,,,,,,,,2,,3770.0,,,,,,,,
2026.4.4,阪神,11,Ｇ３,芝1600m,2026040409020311,12,サーディンラン,松山弘平,11.2,,7.434,0.721,53.0,,,,,,,,,,,,,,,,,5,,,,,,,,,,
2026.4.4,阪神,11,Ｇ３,芝1600m,2026040409020311,13,ファンクション,鮫島克駿,24.8,◯,13.125,0.721,42.3,,,,,,,,,,,,,,,,,14,,,,,,,,,,
2026.4.4,阪神,11,Ｇ３,芝1600m,2026040409020311,14,アスクイキゴミ,坂井瑠星,6.6,,0.622,0.81,7.5,,,,,,,,,,,,,,,,,1,1380.0,470.0,,,,,,,,
2026.4.4,阪神,12,2勝,ダート1400m,2026040409020312,1,ゴールデンエール,荻野琢真,2.2,,2.833,0.751,103.0,,,,,,,,,,,,,,,,,14,,,,,,,,,,
2026.4.4,阪神,12,2勝,ダート1400m,2026040409020312,2,テンクウジョー,西塚洸二,8.3,,4.527,0.721,43.7,,,,,,,,,,,,,,,,,9,,,,,,,,,,
2026.4.4,阪神,12,2勝,ダート1400m,2026040409020312,3,メイケイレイン,柴田裕一,48.5,◎,7.58,0.721,12.5,阪神全面除外(ROI<60%),,,,0,,0,,,0,,,0,,,0,3,,180.0,,,,,,0,,0
2026.4.4,阪神,12,2勝,ダート1400m,2026040409020312,4,プチブール,幸英明,5.7,,1.31,0.835,18.3,,,,,,,,,,,,,,,,,5,,,,,,,,,,
2026.4.4,阪神,12,2勝,ダート1400m,2026040409020312,5,ポートデラメール,ルメール,21.0,×,0.498,0.864,1.9,,,,,,,,,,,,,,,,,2,,110.0,,,,,,,,
2026.4.4,阪神,12,2勝,ダート1400m,2026040409020312,6,オーケアニス,坂井瑠星,12.1,,1.196,0.839,7.9,,,,,,,,,,,,,,,,,15,,,,,,,,,,
2026.4.4,阪神,12,2勝,ダート1400m,2026040409020312,7,ロードオルデン,高杉吏麒,6.6,,3.067,0.74,37.0,,,,,,,,,,,,,,,,,7,,,,,,,,,,
2026.4.4,阪神,12,2勝,ダート1400m,2026040409020312,8,ラヴオントップ,吉村誠之,23.3,▲,4.012,0.721,13.8,,,,,,,,,,,,,,,,,11,,,,,,,,,,
2026.4.4,阪神,12,2勝,ダート1400m,2026040409020312,9,タマモナポリ,酒井学,17.3,,4.136,0.721,19.1,,,,,,,,,,,,,,,,,6,,,,,,,,,,
2026.4.4,阪神,12,2勝,ダート1400m,2026040409020312,10,キボウノホシ,長岡禎仁,4.8,,3.831,0.721,64.0,,,,,,,,,,,,,,,,,12,,,,,,,,,,
2026.4.4,阪神,12,2勝,ダート1400m,2026040409020312,11,テイエムヒショウ,田山旺佑,2.6,,2.969,0.745,93.1,,,,,,,,,,,,,,,,,1,25240.0,2650.0,,,,,,,,
2026.4.4,阪神,12,2勝,ダート1400m,2026040409020312,12,ワンダーカモン,川又賢治,11.8,,10.142,0.721,68.7,,,,,,,,,,,,,,,,,10,,,,,,,,,,
2026.4.4,阪神,12,2勝,ダート1400m,2026040409020312,13,プリンスノット,菱田裕二,3.8,,2.251,0.777,47.6,,,,,,,,,,,,,,,,,4,,,,,,,,,,
2026.4.4,阪神,12,2勝,ダート1400m,2026040409020312,14,モズタチアガレ,北村友一,23.3,△,3.634,0.721,12.5,,,,,,,,,,,,,,,,,8,,,,,,,,,,
2026.4.4,阪神,12,2勝,ダート1400m,2026040409020312,15,ツーネサーン,岩田望来,26.8,◯,2.211,0.777,6.6,,,,,,,,,,,,,,,,,13,,,,,,,,,,
2026.4.5,中山,1,未勝利,ダート1800m,2026040506030401,1,ギンケイ,荻野極,61.7,◯,1.62,0.797,2.1,,,,,,,,,,,,,,,,,2,,110.0,,,,,,,,
2026.4.5,中山,1,未勝利,ダート1800m,2026040506030401,2,ゴールドビリーヴ,田辺裕信,11.2,,3.044,0.741,21.7,,,,,,,,,,,,,,,,,4,,,,,,,,,,
2026.4.5,中山,1,未勝利,ダート1800m,2026040506030401,3,デコニミカヅキ,水沼元輝,10.0,,7.525,0.721,60.0,,,,,,,,,,,,,,,,,0,,,,,,,,,,
2026.4.5,中山,1,未勝利,ダート1800m,2026040506030401,4,サーロー,菊沢一樹,32.5,×,12.205,0.721,30.0,,,,,,,,,,,,,,,,,11,,,,,,,,,,
2026.4.5,中山,1,未勝利,ダート1800m,2026040506030401,5,サクラボーベル,丸山元気,11.2,,3.549,0.721,25.3,,,,,,,,,,,,,,,,,9,,,,,,,,,,
2026.4.5,中山,1,未勝利,ダート1800m,2026040506030401,6,ミアルーチェ,横山武史,35.7,△,6.964,0.721,15.6,,,,,,,,,,,,,,,,,3,,200.0,,,,,,,,
2026.4.5,中山,1,未勝利,ダート1800m,2026040506030401,7,キタノエピックアン,上里直汰,81.6,◎,7.141,0.721,7.0,ev_cal=0.721<0.78(期待ROI72.1%),,,,0,,0,,,0,,,0,,,0,1,360.0,120.0,,,,,,0,,0
2026.4.5,中山,1,未勝利,ダート1800m,2026040506030401,8,タイセイルビー,三浦皇成,56.3,▲,6.189,0.721,8.8,,,,,,,,,,,,,,,,,8,,,,,,,,,,
2026.4.5,中山,1,未勝利,ダート1800m,2026040506030401,9,フライスカイハイ,舟山瑠泉,14.5,,6.78,0.721,37.3,,,,,,,,,,,,,,,,,6,,,,,,,,,,
2026.4.5,中山,1,未勝利,ダート1800m,2026040506030401,10,スターキャンディ,小林脩斗,23.3,,18.314,0.721,63.0,,,,,,,,,,,,,,,,,12,,,,,,,,,,
2026.4.5,中山,1,未勝利,ダート1800m,2026040506030401,11,エフハリスト,横山和生,7.9,,0.614,0.814,6.2,,,,,,,,,,,,,,,,,5,,,,,,,,,,
2026.4.5,中山,1,未勝利,ダート1800m,2026040506030401,12,カフェオリーブ,長浜鴻緒,0.0,,0.0,0.95,70.8,,,,,,,,,,,,,,,,,15,,,,,,,,,,
2026.4.5,中山,1,未勝利,ダート1800m,2026040506030401,13,ゼフィリア,木幡巧也,21.0,,9.989,0.721,38.1,,,,,,,,,,,,,,,,,10,,,,,,,,,,
2026.4.5,中山,1,未勝利,ダート1800m,2026040506030401,14,トラストレガート,吉田豊,8.7,,8.604,0.721,78.9,,,,,,,,,,,,,,,,,7,,,,,,,,,,
2026.4.5,中山,1,未勝利,ダート1800m,2026040506030401,15,トルマリンテソーロ,野中悠太,9.7,,7.496,0.721,61.6,,,,,,,,,,,,,,,,,13,,,,,,,,,,
2026.4.5,中山,1,未勝利,ダート1800m,2026040506030401,16,プレシャスフェザー,遠藤汰月,2.5,,0.629,0.807,20.0,,,,,,,,,,,,,,,,,14,,,,,,,,,,
2026.4.5,中山,2,未勝利,ダート1200m,2026040506030402,1,チッタデラモーレ,佐藤翔馬,5.2,,4.607,0.721,70.4,,,,,,,,,,,,,,,,,8,,,,,,,,,,
2026.4.5,中山,2,未勝利,ダート1200m,2026040506030402,2,グリュック,石神深道,2.6,,1.26,0.837,39.5,,,,,,,,,,,,,,,,,10,,,,,,,,,,
2026.4.5,中山,2,未勝利,ダート1200m,2026040506030402,3,ハンナパール,吉田豊,17.3,,4.807,0.721,22.2,,,,,,,,,,,,,,,,,4,,,,,,,,,,
2026.4.5,中山,2,未勝利,ダート1200m,2026040506030402,4,キイチムーブメント,小林脩斗,26.8,×,7.123,0.721,21.3,,,,,,,,,,,,,,,,,5,,,,,,,,,,
2026.4.5,中山,2,未勝利,ダート1200m,2026040506030402,5,キトゥンズシルバー,小林美駒,12.1,,2.423,0.769,16.0,,,,,,,,,,,,,,,,,14,,,,,,,,,,
2026.4.5,中山,2,未勝利,ダート1200m,2026040506030402,6,コブラツイスト,佐々木大,15.0,,8.068,0.721,43.0,,,,,,,,,,,,,,,,,15,,,,,,,,,,
2026.4.5,中山,2,未勝利,ダート1200m,2026040506030402,7,アイアンロッキー,木幡育也,0.5,,0.466,0.878,68.6,,,,,,,,,,,,,,,,,16,,,,,,,,,,
2026.4.5,中山,2,未勝利,ダート1200m,2026040506030402,8,ヤマトスイフト,大野拓弥,8.3,,4.289,0.721,41.4,,,,,,,,,,,,,,,,,12,,,,,,,,,,
2026.4.5,中山,2,未勝利,ダート1200m,2026040506030402,9,リゼクールグレー,長浜鴻緒,23.3,,3.866,0.721,13.3,,,,,,,,,,,,,,,,,13,,,,,,,,,,
2026.4.5,中山,2,未勝利,ダート1200m,2026040506030402,10,トゥモローズウェイ,菊沢一樹,15.0,,4.259,0.721,22.7,,,,,,,,,,,,,,,,,7,,,,,,,,,,
2026.4.5,中山,2,未勝利,ダート1200m,2026040506030402,11,グランマズドリーム,柴田善臣,42.4,△,3.126,0.738,5.9,,,,,,,,,,,,,,,,,6,,,,,,,,,,
2026.4.5,中山,2,未勝利,ダート1200m,2026040506030402,12,タイセイギガース,黛弘人,15.0,,7.881,0.721,42.0,,,,,,,,,,,,,,,,,11,,,,,,,,,,
2026.4.5,中山,2,未勝利,ダート1200m,2026040506030402,13,ヘイスティハート,津村明秀,56.3,▲,5.696,0.721,8.1,,,,,,,,,,,,,,,,,3,,150.0,,,,,,,,
2026.4.5,中山,2,未勝利,ダート1200m,2026040506030402,14,ラインジーク,横山和生,85.7,◎,3.536,0.721,3.3,ev_cal=0.721<0.78(期待ROI72.1%),,,,0,,0,,,0,,,0,,,0,1,190.0,110.0,,,,,,0,,0
2026.4.5,中山,2,未勝利,ダート1200m,2026040506030402,15,ミスタートントン,三浦皇成,71.4,◯,4.196,0.721,4.7,,,,,,,,,,,,,,,,,2,,120.0,,,,,,,,
2026.4.5,中山,2,未勝利,ダート1200m,2026040506030402,16,ケイベエ,木幡巧也,8.3,,2.124,0.778,20.5,,,,,,,,,,,,,,,,,9,,,,,,,,,,
2026.4.5,中山,3,未勝利,ダート1800m,2026040506030403,1,ピクシーゲイル,木幡育也,6.6,,3.265,0.732,39.4,,,,,,,,,,,,,,,,,14,,,,,,,,,,
2026.4.5,中山,3,未勝利,ダート1800m,2026040506030403,2,ブッチギレ,丹内祐次,5.7,,2.039,0.778,28.5,,,,,,,,,,,,,,,,,8,,,,,,,,,,
2026.4.5,中山,3,未勝利,ダート1800m,2026040506030403,3,ニケフェリーチェ,柴田大知,1.5,,1.127,0.842,59.7,,,,,,,,,,,,,,,,,13,,,,,,,,,,
2026.4.5,中山,3,未勝利,ダート1800m,2026040506030403,4,モロノカガヤキ,津村明秀,45.9,◯,2.986,0.744,5.2,,,,,,,,,,,,,,,,,2,,110.0,,,,,,,,
2026.4.5,中山,3,未勝利,ダート1800m,2026040506030403,5,ブルーアンビエンス,石田拓郎,5.2,,1.001,0.838,15.3,,,,,,,,,,,,,,,,,12,,,,,,,,,,
2026.4.5,中山,3,未勝利,ダート1800m,2026040506030403,6,ヒャクレツケン,菊沢一樹,8.3,×,2.983,0.744,28.8,,,,,,,,,,,,,,,,,15,,,,,,,,,,
2026.4.5,中山,3,未勝利,ダート1800m,2026040506030403,7,ミスターキャンベラ,横山武史,90.0,◎,2.025,0.778,1.8,ev_cal=0.778<0.78(期待ROI77.8%),,,,0,,0,,,0,,,0,,,0,1,130.0,100.0,,,,,,0,,0
2026.4.5,中山,3,未勝利,ダート1800m,2026040506030403,8,カシノスパーク,石神深道,29.6,▲,6.99,0.721,18.9,,,,,,,,,,,,,,,,,3,,190.0,,,,,,,,
2026.4.5,中山,3,未勝利,ダート1800m,2026040506030403,9,サフール,小林脩斗,1.4,,1.071,0.841,59.1,,,,,,,,,,,,,,,,,16,,,,,,,,,,
2026.4.5,中山,3,未勝利,ダート1800m,2026040506030403,10,パワポケグッド,小林凌大,2.6,,1.84,0.779,57.7,,,,,,,,,,,,,,,,,4,,,,,,,,,,
2026.4.5,中山,3,未勝利,ダート1800m,2026040506030403,11,コスモラムバック,武藤雅,28.9,△,3.8,0.721,10.5,,,,,,,,,,,,,,,,,5,,,,,,,,,,
2026.4.5,中山,3,未勝利,ダート1800m,2026040506030403,12,エルドラド,原田和真,5.2,,4.999,0.721,76.4,,,,,,,,,,,,,,,,,11,,,,,,,,,,
2026.4.5,中山,3,未勝利,ダート1800m,2026040506030403,13,ラッキーストーン,荻野極,8.3,,1.44,0.821,13.9,,,,,,,,,,,,,,,,,7,,,,,,,,,,
2026.4.5,中山,3,未勝利,ダート1800m,2026040506030403,14,カンフーヒーロー,長浜鴻緒,7.9,,4.121,0.721,41.6,,,,,,,,,,,,,,,,,9,,,,,,,,,,
2026.4.5,中山,3,未勝利,ダート1800m,2026040506030403,15,ダイユウアドバンス,佐藤翔馬,1.5,,1.422,0.823,75.3,,,,,,,,,,,,,,,,,6,,,,,,,,,,
2026.4.5,中山,3,未勝利,ダート1800m,2026040506030403,16,モズラストセール,木幡巧也,5.2,,2.153,0.778,32.9,,,,,,,,,,,,,,,,,10,,,,,,,,,,
2026.4.5,中山,5,未勝利,芝2000m,2026040506030405,1,ファインブライト,杉原誠人,15.0,,3.959,0.721,21.1,,,,,,,,,,,,,,,,,5,,,,,,,,,,
2026.4.5,中山,5,未勝利,芝2000m,2026040506030405,2,ゴーントゥファー,横山琉人,6.3,,2.017,0.778,25.7,,,,,,,,,,,,,,,,,14,,,,,,,,,,
2026.4.5,中山,5,未勝利,芝2000m,2026040506030405,3,カキュウ,柴田善臣,4.8,,2.574,0.762,43.0,,,,,,,,,,,,,,,,,12,,,,,,,,,,
2026.4.5,中山,5,未勝利,芝2000m,2026040506030405,4,サンマルフォース,長浜鴻緒,5.7,,2.912,0.747,40.7,,,,,,,,,,,,,,,,,15,,,,,,,,,,
2026.4.5,中山,5,未勝利,芝2000m,2026040506030405,5,コスモアンタレス,柴田大知,20.0,,4.906,0.721,19.6,,,,,,,,,,,,,,,,,9,,,,,,,,,,
2026.4.5,中山,5,未勝利,芝2000m,2026040506030405,6,フクスケ,木幡育也,1.5,,1.526,0.81,80.8,,,,,,,,,,,,,,,,,13,,,,,,,,,,
2026.4.5,中山,5,未勝利,芝2000m,2026040506030405,7,タッカーヴァンバン,吉田豊,40.5,▲,8.968,0.721,17.7,,,,,,,,,,,,,,,,,10,,,,,,,,,,
2026.4.5,中山,5,未勝利,芝2000m,2026040506030405,8,グランフルス,菊沢一樹,11.7,,5.304,0.721,36.2,,,,,,,,,,,,,,,,,6,,,,,,,,,,
2026.4.5,中山,5,未勝利,芝2000m,2026040506030405,9,カドドゥディエ,遠藤汰月,21.9,,9.617,0.721,35.1,,,,,,,,,,,,,,,,,3,,1190.0,,,,,,,,
2026.4.5,中山,5,未勝利,芝2000m,2026040506030405,10,ファーザーアウェイ,田辺裕信,56.3,◯,5.485,0.721,7.8,,,,,,,,,,,,,,,,,4,,,,,,,,,,
2026.4.5,中山,5,未勝利,芝2000m,2026040506030405,11,コスモナエマ,津村明秀,31.0,×,2.945,0.746,7.6,,,,,,,,,,,,,,,,,1,1120.0,420.0,,,,,,,,
2026.4.5,中山,5,未勝利,芝2000m,2026040506030405,12,ラインクインビー,武藤雅,32.5,△,10.496,0.721,25.8,,,,,,,,,,,,,,,,,8,,,,,,,,,,
2026.4.5,中山,5,未勝利,芝2000m,2026040506030405,13,グレイスルーラー,丹内祐次,25.7,,14.629,0.721,45.6,,,,,,,,,,,,,,,,,7,,,,,,,,,,
2026.4.5,中山,5,未勝利,芝2000m,2026040506030405,14,エリュグレイス,横山武史,65.7,◎,1.888,0.779,2.3,ev_cal=0.779<0.78(期待ROI77.9%),,,,0,,0,,,0,,,0,,,0,11,,,,,,,,0,,0
2026.4.5,中山,5,未勝利,芝2000m,2026040506030405,15,マーゴットドライ,木幡巧也,26.8,,6.364,0.721,19.0,,,,,,,,,,,,,,,,,2,,710.0,,,,,,,,
2026.4.5,中山,5,未勝利,芝2000m,2026040506030405,16,ショウナンサイオウ,三浦皇成,28.9,,2.352,0.772,6.5,,,,,,,,,,,,,,,,,0,,,,,,,,,,
2026.4.5,中山,6,1勝,ダート1800m,2026040506030406,1,ウリズンベー,横山武史,23.3,,3.459,0.723,11.9,,,,,,,,,,,,,,,,,5,,,,,,,,,,
2026.4.5,中山,6,1勝,ダート1800m,2026040506030406,2,アレンスター,三浦皇成,61.7,◎,3.856,0.721,5.0,ev_cal=0.721<0.78(期待ROI72.1%),,,,0,,0,,,0,,,0,,,0,14,,,,,,,,0,,0
2026.4.5,中山,6,1勝,ダート1800m,2026040506030406,3,テンカムテキ,丹内祐次,54.0,◯,4.256,0.721,6.3,,,,,,,,,,,,,,,,,1,500.0,180.0,,,,,,,,
2026.4.5,中山,6,1勝,ダート1800m,2026040506030406,4,プレイメイカー,小林美駒,8.3,,2.103,0.778,20.3,,,,,,,,,,,,,,,,,2,,1140.0,,,,,,,,
2026.4.5,中山,6,1勝,ダート1800m,2026040506030406,5,ライフイズ,石橋脩,5.7,,4.279,0.721,59.8,,,,,,,,,,,,,,,,,15,,,,,,,,,,
2026.4.5,中山,6,1勝,ダート1800m,2026040506030406,6,ケイツーリーブル,津村明秀,21.9,,5.096,0.721,18.6,,,,,,,,,,,,,,,,,4,,,,,,,,,,
2026.4.5,中山,6,1勝,ダート1800m,2026040506030406,7,リヒトミューレ,小沢大仁,40.5,▲,2.532,0.764,5.0,,,,,,,,,,,,,,,,,8,,,,,,,,,,
2026.4.5,中山,6,1勝,ダート1800m,2026040506030406,8,ジオストラテジー,木幡巧也,8.3,,4.019,0.721,38.8,,,,,,,,,,,,,,,,,13,,,,,,,,,,
2026.4.5,中山,6,1勝,ダート1800m,2026040506030406,9,ピースサイン,佐々木大,6.6,,2.768,0.754,33.4,,,,,,,,,,,,,,,,,10,,,,,,,,,,
2026.4.5,中山,6,1勝,ダート1800m,2026040506030406,10,エクセルクラウン,横山和生,9.3,,4.331,0.721,37.2,,,,,,,,,,,,,,,,,11,,,,,,,,,,
2026.4.5,中山,6,1勝,ダート1800m,2026040506030406,11,エムノビアンカ,長浜鴻緒,8.3,,2.238,0.777,21.6,,,,,,,,,,,,,,,,,6,,,,,,,,,,
2026.4.5,中山,6,1勝,ダート1800m,2026040506030406,12,タイセイエムロード,石田拓郎,8.3,,3.046,0.741,29.4,,,,,,,,,,,,,,,,,9,,,,,,,,,,
2026.4.5,中山,6,1勝,ダート1800m,2026040506030406,13,マーゴットサンズ,菊沢一樹,16.8,,3.958,0.721,18.8,,,,,,,,,,,,,,,,,7,,,,,,,,,,
2026.4.5,中山,6,1勝,ダート1800m,2026040506030406,14,ガンダ,横山琉人,28.9,△,2.642,0.759,7.3,,,,,,,,,,,,,,,,,16,,,,,,,,,,
2026.4.5,中山,6,1勝,ダート1800m,2026040506030406,15,クイーンズドリーム,小崎綾也,24.4,×,4.421,0.721,14.5,,,,,,,,,,,,,,,,,12,,,,,,,,,,
2026.4.5,中山,6,1勝,ダート1800m,2026040506030406,16,ジェイエルモーダル,田辺裕信,15.0,,2.627,0.76,14.0,,,,,,,,,,,,,,,,,3,,930.0,,,,,,,,
2026.4.5,中山,7,1勝,芝1200m,2026040506030407,1,ベレーバスク,丹内祐次,54.0,▲,13.376,0.721,19.8,,,,,,,,,,,,,,,,,8,,,,,,,,,,
2026.4.5,中山,7,1勝,芝1200m,2026040506030407,2,トリスティ,谷原柚希,20.0,,7.108,0.721,28.4,,,,,,,,,,,,,,,,,13,,,,,,,,,,
2026.4.5,中山,7,1勝,芝1200m,2026040506030407,3,シーグルロス,佐藤翔馬,5.7,,4.265,0.721,59.6,,,,,,,,,,,,,,,,,7,,,,,,,,,,
2026.4.5,中山,7,1勝,芝1200m,2026040506030407,4,ニルマーネル,吉田豊,65.7,◎,2.053,0.778,2.5,ev_cal=0.778<0.78(期待ROI77.8%),,,,0,,0,,,0,,,0,,,0,5,,,,,,,,0,,0
2026.4.5,中山,7,1勝,芝1200m,2026040506030407,5,ハッピーラッキー,田辺裕信,50.2,×,5.767,0.721,9.2,,,,,,,,,,,,,,,,,2,,200.0,,,,,,,,
2026.4.5,中山,7,1勝,芝1200m,2026040506030407,6,ヤマメライズ,佐々木大,21.9,,8.686,0.721,31.7,,,,,,,,,,,,,,,,,11,,,,,,,,,,
2026.4.5,中山,7,1勝,芝1200m,2026040506030407,7,クラディスティーナ,荻野極,17.4,,5.964,0.721,27.5,,,,,,,,,,,,,,,,,10,,,,,,,,,,
2026.4.5,中山,7,1勝,芝1200m,2026040506030407,8,ゼファーテソーロ,原優介,8.7,,1.941,0.779,17.8,,,,,,,,,,,,,,,,,14,,,,,,,,,,
2026.4.5,中山,7,1勝,芝1200m,2026040506030407,9,ラヴノー,津村明秀,21.0,,5.401,0.721,20.6,,,,,,,,,,,,,,,,,12,,,,,,,,,,
2026.4.5,中山,7,1勝,芝1200m,2026040506030407,10,ファインサマーデイ,横山武史,54.0,△,5.607,0.721,8.3,,,,,,,,,,,,,,,,,3,,180.0,,,,,,,,
2026.4.5,中山,7,1勝,芝1200m,2026040506030407,11,ガラベイヤ,丸山元気,61.7,◯,5.09,0.721,6.6,,,,,,,,,,,,,,,,,1,1060.0,250.0,,,,,,,,
2026.4.5,中山,7,1勝,芝1200m,2026040506030407,12,フェーダーローター,石神深道,6.6,,2.528,0.765,30.5,,,,,,,,,,,,,,,,,4,,,,,,,,,,
2026.4.5,中山,7,1勝,芝1200m,2026040506030407,13,セイウンアインス,武藤雅,11.8,,9.374,0.721,63.5,,,,,,,,,,,,,,,,,9,,,,,,,,,,
2026.4.5,中山,7,1勝,芝1200m,2026040506030407,14,マウンテンバローズ,石橋脩,40.5,,3.395,0.726,6.7,,,,,,,,,,,,,,,,,6,,,,,,,,,,
2026.4.5,中山,8,1勝,ダート1200m,2026040506030408,1,ペイシャアーサー,丹内祐次,11.2,,1.108,0.843,7.9,,,,,,,,,,,,,,,,,14,,,,,,,,,,
2026.4.5,中山,8,1勝,ダート1200m,2026040506030408,2,アルナイル,佐々木大,24.8,,3.599,0.721,11.6,,3走前中止,,,,,,,,,,,,,,,16,,,,,,,,,,
2026.4.5,中山,8,1勝,ダート1200m,2026040506030408,3,ウインドファルクス,舟山瑠泉,31.0,,23.13,0.721,59.7,,,,,,,,,,,,,,,,,8,,,,,,,,,,
2026.4.5,中山,8,1勝,ダート1200m,2026040506030408,4,リッキースタイル,荻野極,42.4,△,4.822,0.721,9.1,,,,,,,,,,,,,,,,,2,,260.0,,,,,,,,
2026.4.5,中山,8,1勝,ダート1200m,2026040506030408,5,イノキ,丸山元気,23.3,,5.988,0.721,20.6,,,,,,,,,,,,,,,,,1,2650.0,700.0,,,,,,,,
2026.4.5,中山,8,1勝,ダート1200m,2026040506030408,6,トモジャシーマ,津村明秀,65.7,◎,5.583,0.721,6.8,ev_cal=0.721<0.78(期待ROI72.1%),,,,0,,0,,,0,,,0,,,0,5,,,,,,,,0,,0
